Year,Distance,Engine_capacity(cm3),Age,km_year
2016,15000.0,1200.0,6,2500.0
2008,319122.0,1500.0,14,22794.42857142857
2016,107000.0,4400.0,6,17833.333333333332
1996,150000.0,2000.0,26,5769.2307692307695
2011,184000.0,2200.0,11,16727.272727272728
2015,241654.0,1149.0,7,34522.0
1996,365488.0,2985.0,26,14057.23076923077
2018,176340.0,1500.0,4,44085.0
2012,183000.0,2000.0,10,18300.0
2008,215000.0,1300.0,14,15357.142857142857
1999,200000.0,4600.0,23,8695.652173913044
2016,45000.0,4500.0,6,7500.0
2007,600000.0,1800.0,15,40000.0
2014,180570.0,1600.0,8,22571.25
2006,203000.0,1400.0,16,12687.5
2015,171000.0,1400.0,7,24428.571428571428
2005,156000.0,2500.0,17,9176.470588235294
2011,293000.0,1800.0,11,26636.36363636364
1996,255000.0,2400.0,26,9807.692307692309
2013,148000.0,2000.0,9,16444.444444444445
2005,293000.0,1400.0,17,17235.29411764706
2003,208367.0,2000.0,19,10966.684210526317
2017,135000.0,1395.0,5,27000.0
2014,70000.0,3000.0,8,8750.0
2009,123000.0,1500.0,13,9461.53846153846
2008,225000.0,1400.0,14,16071.42857142857
2014,175000.0,1400.0,8,21875.0
2019,47000.0,4000.0,3,15666.666666666666
2006,231000.0,1300.0,16,14437.5
2005,260000.0,1700.0,17,15294.117647058823
2014,223000.0,2200.0,8,27875.0
2010,208155.0,1800.0,12,17346.25
1979,328000.0,2000.0,43,7627.906976744186
1993,260000.0,1991.0,29,8965.51724137931
2015,245426.0,2000.0,7,35060.857142857145
2010,137000.0,1450.0,12,11416.666666666666
1996,30000.0,1667.0,26,1153.8461538461538
2009,200000.0,1400.0,13,15384.615384615385
1996,36000.0,1900.0,26,1384.6153846153843
2014,157633.0,1396.0,8,19704.125
2002,326057.0,4200.0,20,16302.85
2013,69246.0,1200.0,9,7694.0
2013,182000.0,2000.0,9,20222.222222222223
2017,180000.0,2925.0,5,36000.0
2015,187000.0,3000.0,7,26714.285714285717
2020,15351.0,1999.0,2,7675.5
2019,42000.0,1460.0,3,14000.0
2008,132000.0,1000.0,14,9428.57142857143
2013,118000.0,1600.0,9,13111.111111111111
2003,340000.0,2982.0,19,17894.736842105263
2016,178000.0,5000.0,6,29666.666666666668
2004,145000.0,1200.0,18,8055.555555555556
2003,183000.0,1100.0,19,9631.578947368422
2013,189842.0,1490.0,9,21093.555555555555
2008,200000.0,1300.0,14,14285.714285714286
2004,111111.0,1600.0,18,6172.833333333333
2014,120000.0,2000.0,8,15000.0
2018,82000.0,1800.0,4,20500.0
1998,268000.0,1400.0,24,11166.666666666666
2013,185000.0,1800.0,9,20555.555555555555
2014,222222.0,2000.0,8,27777.75
2011,290000.0,1800.0,11,26363.636363636364
2017,109000.0,1461.0,5,21800.0
2015,207000.0,1500.0,7,29571.42857142857
2015,120000.0,2000.0,7,17142.85714285714
1991,280000.0,2600.0,31,9032.258064516129
2006,209400.0,2000.0,16,13087.5
2006,267000.0,2000.0,16,16687.5
1997,300000.0,1400.0,25,12000.0
2018,53000.0,3000.0,4,13250.0
2010,200000.0,1800.0,12,16666.666666666668
2018,51000.0,1400.0,4,12750.0
2003,300000.0,3500.0,19,15789.473684210529
2015,32000.0,2000.0,7,4571.428571428572
2007,123000.0,1600.0,15,8200.0
2014,113144.0,1400.0,8,14143.0
2008,189000.0,2000.0,14,13500.0
2001,210665.0,1298.0,21,10031.666666666666
2013,122000.0,3500.0,9,13555.555555555557
2019,16000.0,1999.0,3,5333.333333333333
2016,60000.0,900.0,6,10000.0
2012,194000.0,1300.0,10,19400.0
2006,170000.0,3000.0,16,10625.0
1994,266000.0,2000.0,28,9500.0
2006,230000.0,1400.0,16,14375.0
2010,189000.0,1500.0,12,15750.0
2017,50320.0,1998.0,5,10064.0
2011,236000.0,1499.0,11,21454.545454545456
2011,280000.0,1400.0,11,25454.545454545456
2019,45000.0,1460.0,3,15000.0
2002,6000.0,200.0,20,300.0
1999,999999.0,2000.0,23,43478.21739130434
2017,124000.0,1500.0,5,24800.0
2012,208879.0,1500.0,10,20887.9
2015,175177.0,1400.0,7,25025.285714285717
2017,12000.0,1500.0,5,2400.0
1997,88380.0,1600.0,25,3535.2
2009,128611.0,1800.0,13,9893.153846153846
2015,60038.0,2500.0,7,8576.857142857143
2007,190000.0,1400.0,15,12666.666666666666
2011,160000.0,1400.0,11,14545.454545454546
2015,176800.0,2000.0,7,25257.14285714286
1991,11111.0,2500.0,31,358.4193548387097
2009,283800.0,2193.0,13,21830.76923076923
2018,124000.0,2000.0,4,31000.0
2016,172000.0,1998.0,6,28666.666666666668
2001,123123.0,2000.0,21,5863.0
2017,145000.0,2000.0,5,29000.0
2015,130000.0,1500.0,7,18571.42857142857
2011,209000.0,1800.0,11,19000.0
2011,263127.0,1800.0,11,23920.636363636364
2015,172453.0,1400.0,7,24636.14285714286
2006,295000.0,3000.0,16,18437.5
2000,146000.0,1400.0,22,6636.363636363636
2008,191000.0,2000.0,14,13642.857142857143
1996,358253.0,1300.0,26,13778.96153846154
2005,2000.0,1600.0,17,117.6470588235294
2012,235000.0,1500.0,10,23500.0
2012,174677.0,2000.0,10,17467.7
2015,95000.0,2000.0,7,13571.42857142857
2000,316000.0,1600.0,22,14363.636363636364
2014,116399.0,1197.0,8,14549.875
1993,274000.0,2400.0,29,9448.275862068966
2003,230000.0,1400.0,19,12105.263157894737
2011,201500.0,1400.0,11,18318.18181818182
1999,90000.0,1500.0,23,3913.0434782608695
2012,174000.0,1500.0,10,17400.0
2018,6000.0,1498.0,4,1500.0
2016,51000.0,1999.0,6,8500.0
2003,285500.0,2000.0,19,15026.315789473683
2014,160000.0,1400.0,8,20000.0
1998,11111.0,2500.0,24,462.9583333333333
2006,186713.0,1800.0,16,11669.5625
2014,110000.0,1500.0,8,13750.0
2013,61000.0,1500.0,9,6777.777777777777
2010,79000.0,1800.0,12,6583.333333333333
2006,216000.0,3000.0,16,13500.0
2015,177000.0,2500.0,7,25285.714285714286
2015,137638.0,2000.0,7,19662.571428571428
2003,51000.0,1500.0,19,2684.2105263157896
2013,160000.0,4497.0,9,17777.777777777777
2013,177000.0,1600.0,9,19666.666666666668
2005,260000.0,1990.0,17,15294.117647058823
2001,230000.0,200.0,21,10952.380952380952
2016,67972.0,3500.0,6,11328.666666666666
2010,200000.0,2500.0,12,16666.666666666668
2007,135000.0,2000.0,15,9000.0
2013,191200.0,1500.0,9,21244.444444444445
2016,182504.0,2000.0,6,30417.33333333333
2009,123500.0,1400.0,13,9500.0
2005,280000.0,2400.0,17,16470.58823529412
2013,13000.0,2000.0,9,1444.4444444444443
2017,44000.0,2000.0,5,8800.0
2009,358000.0,2000.0,13,27538.46153846154
2010,199000.0,1998.0,12,16583.333333333332
2013,72000.0,1987.0,9,8000.0
2012,94000.0,2000.0,10,9400.0
1995,257000.0,2000.0,27,9518.518518518518
1994,11111.0,1500.0,28,396.82142857142856
2009,192000.0,1498.0,13,14769.23076923077
1998,340000.0,1900.0,24,14166.666666666666
2015,142580.0,1461.0,7,20368.571428571428
2002,280000.0,2500.0,20,14000.0
2015,65568.0,2000.0,7,9366.857142857143
2011,178119.0,2149.0,11,16192.636363636364
2011,187000.0,1400.0,11,17000.0
2015,146655.0,1995.0,7,20950.714285714286
2016,113000.0,1600.0,6,18833.33333333333
2015,117671.0,1500.0,7,16810.14285714286
2010,250000.0,3500.0,12,20833.33333333333
2001,229000.0,2171.0,21,10904.761904761905
2006,197000.0,4000.0,16,12312.5
2014,160000.0,2200.0,8,20000.0
2011,140598.0,1984.0,11,12781.636363636364
2015,156000.0,1800.0,7,22285.714285714286
2011,200000.0,1200.0,11,18181.81818181818
2016,32000.0,1600.0,6,5333.333333333333
2007,153000.0,1600.0,15,10200.0
2012,183000.0,1400.0,10,18300.0
2017,19200.0,2000.0,5,3840.0
2008,166000.0,1600.0,14,11857.142857142857
2018,50000.0,2199.0,4,12500.0
2011,145348.0,3000.0,11,13213.454545454546
2009,289020.0,1500.0,13,22232.30769230769
1999,300000.0,1800.0,23,13043.478260869566
2016,121312.0,1400.0,6,20218.666666666668
2011,164000.0,1400.0,11,14909.09090909091
2007,180000.0,2400.0,15,12000.0
2006,250000.0,2000.0,16,15625.0
2016,48000.0,1400.0,6,8000.0
1992,240000.0,2000.0,30,8000.0
2006,286500.0,2362.0,16,17906.25
2006,220000.0,2200.0,16,13750.0
2012,170350.0,1500.0,10,17035.0
2010,170000.0,1500.0,12,14166.666666666666
2003,100000.0,689.0,19,5263.1578947368425
1996,340600.0,2200.0,26,13100.0
1996,305000.0,2000.0,26,11730.76923076923
2015,174000.0,1598.0,7,24857.14285714286
2006,306000.0,2000.0,16,19125.0
2007,190000.0,1500.0,15,12666.666666666666
2018,45000.0,3000.0,4,11250.0
2000,460000.0,1700.0,22,20909.090909090908
2016,62000.0,2000.0,6,10333.333333333334
2012,196186.0,2000.0,10,19618.6
2003,236120.0,1800.0,19,12427.368421052632
2011,170000.0,1999.0,11,15454.545454545454
2008,180000.0,2200.0,14,12857.142857142857
2008,123000.0,1900.0,14,8785.714285714286
2016,60000.0,1600.0,6,10000.0
2004,253000.0,320.0,18,14055.555555555557
2012,205000.0,3000.0,10,20500.0
2004,300000.0,2700.0,18,16666.666666666668
1990,10000.0,1700.0,32,312.5
2005,280000.0,1796.0,17,16470.58823529412
1998,250000.0,1600.0,24,10416.666666666666
2012,177000.0,4663.0,10,17700.0
2007,229000.0,1400.0,15,15266.666666666666
2011,190426.0,1400.0,11,17311.454545454544
1999,111111.0,1800.0,23,4830.913043478261
2004,240000.0,1800.0,18,13333.333333333334
2016,83400.0,1500.0,6,13900.0
2001,333333.0,2000.0,21,15873.0
2020,3000.0,1490.0,2,1500.0
2013,216380.0,1400.0,9,24042.222222222223
2005,205000.0,3000.0,17,12058.823529411764
2015,96000.0,1200.0,7,13714.285714285714
1993,400000.0,200.0,29,13793.103448275862
2018,55930.0,1984.0,4,13982.5
2010,180000.0,1399.0,12,15000.0
2008,180000.0,1400.0,14,12857.142857142857
2003,261000.0,2000.0,19,13736.842105263158
2017,80000.0,2000.0,5,16000.0
2017,35351.0,1000.0,5,7070.2
2007,241000.0,1500.0,15,16066.666666666666
2003,300000.0,2000.0,19,15789.473684210529
2002,200041.0,1600.0,20,10002.05
2018,132000.0,2500.0,4,33000.0
2012,95000.0,4800.0,10,9500.0
2012,171000.0,1400.0,10,17100.0
1999,260000.0,1800.0,23,11304.347826086956
2001,293863.0,1400.0,21,13993.47619047619
2016,103843.0,1400.0,6,17307.166666666668
2006,242000.0,2000.0,16,15125.0
2013,187000.0,1400.0,9,20777.777777777777
2015,130000.0,1500.0,7,18571.42857142857
2004,282000.0,2000.0,18,15666.666666666666
2013,144000.0,1800.0,9,16000.0
2004,390000.0,2497.0,18,21666.666666666668
2011,55000.0,1600.0,11,5000.0
2001,195085.0,2000.0,21,9289.761904761905
1988,347000.0,1600.0,34,10205.882352941177
2010,134000.0,1996.0,12,11166.666666666666
1996,450000.0,1600.0,26,17307.69230769231
2017,150897.0,2000.0,5,30179.4
2009,280000.0,1400.0,13,21538.46153846154
2009,107000.0,1975.0,13,8230.76923076923
1998,372000.0,1600.0,24,15500.0
2003,425300.0,2000.0,19,22384.21052631579
2018,39000.0,3000.0,4,9750.0
2013,173000.0,2000.0,9,19222.222222222223
2002,241642.0,2000.0,20,12082.1
1991,130000.0,2000.0,31,4193.548387096775
2019,15200.0,1400.0,3,5066.666666666667
2012,226000.0,1500.0,10,22600.0
2012,100000.0,1500.0,10,10000.0
2020,26000.0,2959.0,2,13000.0
1996,257000.0,2000.0,26,9884.615384615385
2010,190000.0,1800.0,12,15833.333333333334
2010,220364.0,1400.0,12,18363.666666666668
2016,151000.0,2400.0,6,25166.666666666668
1994,296440.0,1800.0,28,10587.142857142857
2015,84000.0,4500.0,7,12000.0
1987,236000.0,1300.0,35,6742.857142857143
2012,16300.0,1500.0,10,1630.0
2003,10000.0,2200.0,19,526.3157894736842
2008,221300.0,1598.0,14,15807.142857142857
2006,176000.0,2200.0,16,11000.0
1996,200000.0,1400.0,26,7692.307692307692
2009,345000.0,2000.0,13,26538.46153846154
2012,175620.0,1300.0,10,17562.0
2019,4951.0,2000.0,3,1650.3333333333333
2016,199000.0,1400.0,6,33166.666666666664
2016,100904.0,1995.0,6,16817.333333333332
2010,156000.0,1400.0,12,13000.0
2006,320000.0,1400.0,16,20000.0
2015,70000.0,1400.0,7,10000.0
2010,178150.0,1461.0,12,14845.833333333334
2013,180000.0,3000.0,9,20000.0
2017,173774.0,1400.0,5,34754.8
2014,150000.0,2000.0,8,18750.0
2011,74000.0,3000.0,11,6727.272727272727
2006,315000.0,1500.0,16,19687.5
2014,140000.0,1500.0,8,17500.0
2007,177000.0,2000.0,15,11800.0
2003,159000.0,1800.0,19,8368.421052631578
2009,201000.0,1390.0,13,15461.53846153846
2012,295227.0,2000.0,10,29522.7
1991,9999.0,2300.0,31,322.5483870967742
2007,247000.0,2200.0,15,16466.666666666668
1992,231068.0,1991.0,30,7702.266666666666
2011,160000.0,1800.0,11,14545.454545454546
2013,176500.0,1300.0,9,19611.11111111111
2005,200268.0,2258.0,17,11780.470588235294
1993,100000.0,2400.0,29,3448.2758620689656
2003,185000.0,1800.0,19,9736.842105263158
2005,311249.0,3000.0,17,18308.764705882357
1998,238000.0,2300.0,24,9916.666666666666
2003,250000.0,1400.0,19,13157.894736842103
1992,199900.0,2477.0,30,6663.333333333333
2010,210000.0,1600.0,12,17500.0
1985,56000.0,1500.0,37,1513.5135135135135
2000,267000.0,1600.0,22,12136.363636363636
2015,88000.0,1500.0,7,12571.42857142857
2015,123195.0,2000.0,7,17599.285714285714
1993,228709.0,1998.0,29,7886.517241379311
2010,284050.0,2500.0,12,23670.83333333333
2015,100000.0,2200.0,7,14285.714285714286
2015,197700.0,1400.0,7,28242.85714285714
2006,2222.0,3000.0,16,138.875
2016,160000.0,1400.0,6,26666.666666666668
2001,240000.0,1200.0,21,11428.57142857143
2016,155000.0,1600.0,6,25833.33333333333
2014,162000.0,1500.0,8,20250.0
2009,174000.0,1400.0,13,13384.615384615385
2010,180000.0,1400.0,12,15000.0
2014,90000.0,200.0,8,11250.0
2015,198000.0,2700.0,7,28285.714285714286
2002,252000.0,2500.0,20,12600.0
1993,11111.0,200.0,29,383.13793103448273
2011,187000.0,1200.0,11,17000.0
1991,309956.0,1800.0,31,9998.58064516129
2006,220000.0,1400.0,16,13750.0
2013,180121.0,1400.0,9,20013.444444444445
2013,175000.0,2500.0,9,19444.444444444445
2017,12000.0,1600.0,5,2400.0
2007,123000.0,1500.0,15,8200.0
2017,62000.0,2000.0,5,12400.0
2005,175842.0,320.0,17,10343.64705882353
2000,226000.0,1800.0,22,10272.727272727272
2018,92331.0,2000.0,4,23082.75
2012,154000.0,1400.0,10,15400.0
2009,116000.0,1600.0,13,8923.076923076924
2018,160000.0,2000.0,4,40000.0
2003,300000.0,2500.0,19,15789.473684210529
2013,225000.0,1396.0,9,25000.0
2017,153320.0,1500.0,5,30664.0
2016,129300.0,1461.0,6,21550.0
1995,123456.0,1800.0,27,4572.444444444444
2008,180000.0,2000.0,14,12857.142857142857
2012,248000.0,1500.0,10,24800.0
2015,190000.0,1600.0,7,27142.85714285714
2016,156000.0,1500.0,6,26000.0
2004,220555.0,3000.0,18,12253.055555555557
2008,160000.0,1600.0,14,11428.57142857143
2008,127000.0,2300.0,14,9071.42857142857
2012,191000.0,1500.0,10,19100.0
2016,158000.0,2500.0,6,26333.33333333333
2014,140700.0,3000.0,8,17587.5
2006,165000.0,1600.0,16,10312.5
1999,180000.0,1900.0,23,7826.086956521739
2003,294689.0,2600.0,19,15509.947368421052
2000,312000.0,1800.0,22,14181.818181818182
2018,29000.0,1998.0,4,7250.0
1992,200000.0,1300.0,30,6666.666666666667
1994,280000.0,2000.0,28,10000.0
2007,270000.0,1600.0,15,18000.0
2005,197000.0,1200.0,17,11588.235294117649
2004,21543.0,2000.0,18,1196.8333333333333
2006,224400.0,1300.0,16,14025.0
2014,179000.0,1500.0,8,22375.0
2017,42000.0,1969.0,5,8400.0
2014,75000.0,2200.0,8,9375.0
2015,111000.0,1800.0,7,15857.142857142857
1996,70000.0,1500.0,26,2692.3076923076924
2016,163839.0,1500.0,6,27306.5
2016,113000.0,1600.0,6,18833.33333333333
2004,346700.0,1600.0,18,19261.11111111111
2006,245000.0,1400.0,16,15312.5
1999,31000.0,2500.0,23,1347.8260869565215
2016,107772.0,1995.0,6,17962.0
2015,173000.0,1500.0,7,24714.285714285717
2011,166000.0,1300.0,11,15090.90909090909
2004,102000.0,2700.0,18,5666.666666666667
2012,214000.0,2999.0,10,21400.0
2014,112000.0,2000.0,8,14000.0
2005,123456.0,300.0,17,7262.117647058823
2012,157000.0,1500.0,10,15700.0
1995,350000.0,2000.0,27,12962.962962962964
2010,259933.0,1461.0,12,21661.08333333333
2012,112878.0,1200.0,10,11287.8
2004,390000.0,2700.0,18,21666.666666666668
2014,73000.0,2500.0,8,9125.0
1993,11111.0,2000.0,29,383.13793103448273
1995,125000.0,1900.0,27,4629.62962962963
2009,129614.0,3589.0,13,9970.307692307691
2016,113000.0,1600.0,6,18833.33333333333
2007,180252.0,2000.0,15,12016.8
2010,210000.0,1798.0,12,17500.0
2006,256000.0,1300.0,16,16000.0
2011,192650.0,1300.0,11,17513.636363636364
2007,200000.0,1300.0,15,13333.333333333334
2008,217000.0,2000.0,14,15500.0
2002,290000.0,2926.0,20,14500.0
2009,210000.0,2000.0,13,16153.846153846154
2014,385000.0,1993.0,8,48125.0
2011,180000.0,4400.0,11,16363.636363636364
2013,69150.0,2497.0,9,7683.333333333333
2013,140000.0,2000.0,9,15555.555555555557
2006,226000.0,1400.0,16,14125.0
1991,111111.0,1300.0,31,3584.2258064516127
1996,260000.0,1600.0,26,10000.0
2012,189532.0,3000.0,10,18953.2
2007,145000.0,3500.0,15,9666.666666666666
2012,179000.0,1400.0,10,17900.0
2012,215000.0,3000.0,10,21500.0
2003,182555.0,900.0,19,9608.157894736842
2004,239529.0,1800.0,18,13307.166666666666
1999,250000.0,2200.0,23,10869.565217391304
2016,156000.0,1500.0,6,26000.0
2005,360000.0,1900.0,17,21176.470588235294
2000,240000.0,298.0,22,10909.09090909091
2013,90109.0,1800.0,9,10012.111111111111
2011,160000.0,1400.0,11,14545.454545454546
2012,144000.0,2000.0,10,14400.0
2007,261000.0,1500.0,15,17400.0
2006,240000.0,1900.0,16,15000.0
2015,145700.0,1500.0,7,20814.285714285717
2016,126325.0,1500.0,6,21054.166666666668
2006,306000.0,1600.0,16,19125.0
2009,154560.0,1300.0,13,11889.23076923077
2015,79000.0,3000.0,7,11285.714285714286
2012,130000.0,1798.0,10,13000.0
2015,195000.0,1500.0,7,27857.14285714286
2008,260000.0,1400.0,14,18571.42857142857
2009,185000.0,2200.0,13,14230.76923076923
2014,165220.0,1995.0,8,20652.5
2007,132000.0,1400.0,15,8800.0
1993,285000.0,2600.0,29,9827.586206896553
2011,213548.0,1300.0,11,19413.454545454544
1996,111111.0,1100.0,26,4273.5
2017,114300.0,3500.0,5,22860.0
2010,290000.0,2200.0,12,24166.666666666668
2018,148800.0,1500.0,4,37200.0
2017,45000.0,2200.0,5,9000.0
2008,207000.0,2700.0,14,14785.714285714286
2011,155000.0,3000.0,11,14090.90909090909
2003,350000.0,2200.0,19,18421.052631578947
1998,222451.0,1600.0,24,9268.791666666666
2020,16000.0,2497.0,2,8000.0
2010,228900.0,2000.0,12,19075.0
2011,156000.0,2400.0,11,14181.818181818182
2005,218000.0,1400.0,17,12823.529411764706
2007,215000.0,1400.0,15,14333.333333333334
2003,266211.0,1400.0,19,14011.105263157897
2014,108000.0,1600.0,8,13500.0
2017,141000.0,1995.0,5,28200.0
2011,158000.0,3000.0,11,14363.636363636364
1985,300000.0,2000.0,37,8108.108108108108
2006,311662.0,1800.0,16,19478.875
1991,450000.0,2000.0,31,14516.129032258064
2017,144310.0,2000.0,5,28862.0
2012,144600.0,1300.0,10,14460.0
2007,59000.0,3600.0,15,3933.3333333333335
2014,136000.0,3000.0,8,17000.0
2009,125000.0,3000.0,13,9615.384615384615
2004,282000.0,2500.0,18,15666.666666666666
2008,276001.0,2987.0,14,19714.35714285714
2010,133705.0,2497.0,12,11142.083333333334
2008,220000.0,1996.0,14,15714.285714285714
2009,272300.0,1800.0,13,20946.153846153848
2014,100050.0,2488.0,8,12506.25
2014,163400.0,2200.0,8,20425.0
2010,202020.0,1400.0,12,16835.0
2015,180000.0,1500.0,7,25714.285714285717
2015,171000.0,1461.0,7,24428.571428571428
2017,24700.0,3000.0,5,4940.0
1991,201241.0,200.0,31,6491.645161290323
1991,403521.0,1800.0,31,13016.806451612903
1985,26597.0,1100.0,37,718.8378378378378
2009,208000.0,1400.0,13,16000.0
2004,320000.0,2496.0,18,17777.777777777777
2013,157954.0,1700.0,9,17550.444444444445
2009,230000.0,1400.0,13,17692.30769230769
2015,128000.0,1400.0,7,18285.714285714286
2004,280000.0,1600.0,18,15555.555555555557
2004,200000.0,1461.0,18,11111.111111111111
1993,3800.0,1400.0,29,131.0344827586207
1997,270000.0,4200.0,25,10800.0
2014,160000.0,1999.0,8,20000.0
2019,6500.0,2000.0,3,2166.6666666666665
2002,322000.0,2685.0,20,16100.0
2001,250000.0,2000.0,21,11904.761904761905
2013,153800.0,1400.0,9,17088.88888888889
2016,126118.0,2500.0,6,21019.666666666668
2001,300000.0,200.0,21,14285.714285714286
2017,28861.0,1461.0,5,5772.2
1989,323111.0,2000.0,33,9791.242424242424
2011,185000.0,1400.0,11,16818.18181818182
2012,151658.0,1800.0,10,15165.8
2020,12000.0,1200.0,2,6000.0
2004,250000.0,1500.0,18,13888.888888888889
2014,235500.0,1800.0,8,29437.5
1993,30000.0,1600.0,29,1034.4827586206898
2012,202135.0,1500.0,10,20213.5
1996,927350.0,1600.0,26,35667.307692307695
2011,155000.0,2700.0,11,14090.90909090909
2006,240000.0,1500.0,16,15000.0
2013,128540.0,1400.0,9,14282.222222222224
2019,90000.0,2199.0,3,30000.0
2000,123456.0,1900.0,22,5611.636363636364
2012,11111.0,2000.0,10,1111.1
2009,248000.0,2000.0,13,19076.92307692308
2008,100000.0,1300.0,14,7142.857142857143
2010,250000.0,2200.0,12,20833.33333333333
2008,263091.0,3456.0,14,18792.214285714286
2017,145000.0,2000.0,5,29000.0
2011,169455.0,2000.0,11,15405.0
2002,222222.0,1800.0,20,11111.1
2016,153000.0,1500.0,6,25500.0
2016,70796.0,1600.0,6,11799.333333333334
2001,280000.0,2000.0,21,13333.333333333334
2017,189000.0,2000.0,5,37800.0
2010,232000.0,1200.0,12,19333.33333333333
2016,117000.0,3000.0,6,19500.0
2012,173135.0,1500.0,10,17313.5
2010,221000.0,1600.0,12,18416.666666666668
2005,109000.0,3000.0,17,6411.764705882353
2013,151500.0,1800.0,9,16833.333333333332
1993,300000.0,2000.0,29,10344.827586206897
2016,28643.0,2000.0,6,4773.833333333333
2011,178000.0,1200.0,11,16181.818181818182
1994,219000.0,1700.0,28,7821.428571428572
1998,210000.0,2000.0,24,8750.0
2003,250000.0,4000.0,19,13157.894736842103
2010,182000.0,2200.0,12,15166.666666666666
2004,220000.0,2700.0,18,12222.222222222224
2016,71138.0,3000.0,6,11856.333333333334
2007,183221.0,1400.0,15,12214.733333333334
2000,132354.0,1900.0,22,6016.090909090909
2015,169777.0,2000.0,7,24253.85714285714
2014,29000.0,1600.0,8,3625.0
2007,278000.0,2000.0,15,18533.33333333333
1989,35000.0,2300.0,33,1060.6060606060605
2008,144000.0,1298.0,14,10285.714285714286
2008,235000.0,200.0,14,16785.714285714286
2011,195000.0,3000.0,11,17727.272727272728
2006,256000.0,2200.0,16,16000.0
2013,183212.0,1800.0,9,20356.88888888889
2015,35000.0,2000.0,7,5000.0
2009,166500.0,1997.0,13,12807.692307692309
2014,127000.0,1500.0,8,15875.0
1996,350653.0,1600.0,26,13486.653846153846
2015,170527.0,1600.0,7,24361.0
2003,240000.0,3000.0,19,12631.578947368422
2017,88600.0,1500.0,5,17720.0
2015,75000.0,2000.0,7,10714.285714285714
2016,200000.0,2000.0,6,33333.333333333336
2001,289000.0,2996.0,21,13761.90476190476
2011,196000.0,1300.0,11,17818.18181818182
2012,170000.0,1593.0,10,17000.0
2017,159000.0,1600.0,5,31800.0
2018,32000.0,1400.0,4,8000.0
2005,222000.0,1500.0,17,13058.823529411764
2013,215376.0,2000.0,9,23930.666666666668
2008,283998.0,2000.0,14,20285.571428571428
2004,123600.0,2000.0,18,6866.666666666667
2006,297072.0,2000.0,16,18567.0
2016,146000.0,1500.0,6,24333.33333333333
1992,350000.0,2000.0,30,11666.666666666666
2006,256000.0,2100.0,16,16000.0
2010,187500.0,1200.0,12,15625.0
2002,258663.0,2700.0,20,12933.15
2016,166000.0,2400.0,6,27666.666666666668
2014,139600.0,1500.0,8,17450.0
2006,161000.0,1400.0,16,10062.5
2000,320000.0,2000.0,22,14545.454545454546
2000,69143.0,1500.0,22,3142.8636363636365
2016,180000.0,1500.0,6,30000.0
2007,169000.0,2200.0,15,11266.666666666666
2011,129000.0,1500.0,11,11727.272727272728
2008,312000.0,1600.0,14,22285.714285714286
2008,276626.0,2000.0,14,19759.0
1990,100000.0,1500.0,32,3125.0
2014,150000.0,1500.0,8,18750.0
2010,220000.0,2400.0,12,18333.33333333333
1998,190000.0,2000.0,24,7916.666666666667
2006,105374.0,3500.0,16,6585.875
2013,53000.0,1600.0,9,5888.888888888889
2004,4200.0,1700.0,18,233.33333333333331
2006,189000.0,3300.0,16,11812.5
1995,400000.0,1800.0,27,14814.814814814816
2006,152908.0,1400.0,16,9556.75
2016,74464.0,2000.0,6,12410.666666666666
2005,356000.0,2148.0,17,20941.176470588234
2008,240000.0,2000.0,14,17142.85714285714
2016,115000.0,2000.0,6,19166.666666666668
2008,227000.0,1500.0,14,16214.285714285714
2006,250000.0,2700.0,16,15625.0
2016,39192.0,2000.0,6,6532.0
2011,214567.0,1400.0,11,19506.090909090908
2016,81000.0,1200.0,6,13500.0
2020,21258.0,1997.0,2,10629.0
1999,235000.0,2300.0,23,10217.391304347826
2011,168000.0,2000.0,11,15272.727272727272
2012,220000.0,2400.0,10,22000.0
2006,180000.0,3000.0,16,11250.0
2015,148685.0,2000.0,7,21240.714285714286
2021,19000.0,2495.0,1,19000.0
1991,263000.0,1991.0,31,8483.870967741936
2013,112000.0,1996.0,9,12444.444444444443
1996,400000.0,1898.0,26,15384.615384615385
2011,126000.0,1800.0,11,11454.545454545454
2012,204000.0,1800.0,10,20400.0
1996,182112.0,1000.0,26,7004.307692307692
2019,80000.0,1400.0,3,26666.666666666668
2011,144600.0,2000.0,11,13145.454545454546
1983,140000.0,1800.0,39,3589.74358974359
2017,27500.0,1500.0,5,5500.0
2013,89000.0,1600.0,9,9888.888888888889
2004,265000.0,2000.0,18,14722.222222222224
2005,234000.0,2200.0,17,13764.70588235294
2007,120000.0,1300.0,15,8000.0
2013,179000.0,1400.0,9,19888.88888888889
2005,232000.0,1800.0,17,13647.058823529413
2016,67000.0,1500.0,6,11166.666666666666
2007,215067.0,1500.0,15,14337.8
2009,120000.0,1500.0,13,9230.76923076923
2015,175816.0,2231.0,7,25116.571428571428
1989,350000.0,3000.0,33,10606.060606060606
2017,156000.0,1500.0,5,31200.0
2017,20000.0,2000.0,5,4000.0
2010,200000.0,2000.0,12,16666.666666666668
2005,220000.0,1600.0,17,12941.176470588236
2012,149000.0,1200.0,10,14900.0
2012,117867.0,2000.0,10,11786.7
2016,121000.0,2000.0,6,20166.666666666668
2008,209000.0,1798.0,14,14928.57142857143
1993,3000.0,2000.0,29,103.44827586206895
2010,79000.0,1800.0,12,6583.333333333333
