Year,Distance,Engine_capacity(cm3),Age,km_year
2013,137541.0,2000.0,9,15282.333333333334
2004,247667.0,1400.0,18,13759.277777777776
2021,600.0,2497.0,1,600.0
2019,81000.0,1500.0,3,27000.0
2000,316000.0,1600.0,22,14363.636363636364
2008,165000.0,1997.0,14,11785.714285714286
2008,87000.0,1600.0,14,6214.285714285715
2014,213000.0,1798.0,8,26625.0
2002,260000.0,2500.0,20,13000.0
2014,176000.0,2200.0,8,22000.0
2012,135000.0,1500.0,10,13500.0
2010,370000.0,1997.0,12,30833.33333333333
1991,270000.0,3000.0,31,8709.677419354839
2012,198785.0,1500.0,10,19878.5
1989,101000.0,1600.0,33,3060.6060606060605
1989,27000.0,2200.0,33,818.1818181818181
2011,142414.0,1400.0,11,12946.727272727272
1990,65000.0,1300.0,32,2031.25
2001,250000.0,2900.0,21,11904.761904761905
2011,216269.0,2200.0,11,19660.81818181818
2004,200000.0,1500.0,18,11111.111111111111
2010,187200.0,1461.0,12,15600.0
2006,239257.0,1300.0,16,14953.5625
2006,288000.0,2000.0,16,18000.0
2016,172780.0,1500.0,6,28796.666666666668
2001,280000.0,1800.0,21,13333.333333333334
2014,160150.0,1800.0,8,20018.75
2014,161000.0,1500.0,8,20125.0
2014,192000.0,1500.0,8,24000.0
2006,220000.0,3000.0,16,13750.0
2007,249700.0,2000.0,15,16646.666666666668
2012,270000.0,1300.0,10,27000.0
2006,285000.0,1400.0,16,17812.5
2008,189000.0,2000.0,14,13500.0
2011,5743.0,1500.0,11,522.0909090909091
2017,50000.0,3000.0,5,10000.0
1997,353256.0,1600.0,25,14130.24
1995,420865.0,1600.0,27,15587.592592592591
2020,4700.0,2000.0,2,2350.0
1988,350666.0,2000.0,34,10313.70588235294
1982,300000.0,1600.0,40,7500.0
2014,163000.0,1398.0,8,20375.0
2007,289000.0,2188.0,15,19266.666666666668
2014,115000.0,2498.0,8,14375.0
2012,96000.0,2000.0,10,9600.0
2001,331000.0,3000.0,21,15761.90476190476
2010,151000.0,1400.0,12,12583.333333333334
1986,86524.0,1450.0,36,2403.4444444444443
2010,210000.0,1500.0,12,17500.0
1996,258063.0,1800.0,26,9925.5
2001,222525.0,2700.0,21,10596.42857142857
2014,90477.0,1598.0,8,11309.625
2017,120000.0,1500.0,5,24000.0
2004,155407.0,1600.0,18,8633.722222222223
2009,149002.0,1500.0,13,11461.692307692309
1994,320000.0,2000.0,28,11428.57142857143
2004,306650.0,2500.0,18,17036.11111111111
2017,145000.0,2000.0,5,29000.0
1996,435928.0,1600.0,26,16766.46153846154
2012,152000.0,1300.0,10,15200.0
2018,75000.0,2199.0,4,18750.0
2009,193000.0,1400.0,13,14846.153846153846
2002,67845.0,1900.0,20,3392.25
2011,202001.0,1500.0,11,18363.727272727272
2004,185000.0,2000.0,18,10277.777777777776
2015,113642.0,2000.0,7,16234.57142857143
2011,202957.0,3000.0,11,18450.636363636364
2000,30000.0,2000.0,22,1363.6363636363635
2006,265000.0,200.0,16,16562.5
2011,138000.0,1500.0,11,12545.454545454546
2010,107000.0,1798.0,12,8916.666666666666
2004,228805.0,1400.0,18,12711.388888888889
2012,162000.0,1500.0,10,16200.0
2016,59000.0,2000.0,6,9833.333333333334
2015,128000.0,2000.0,7,18285.714285714286
2009,227685.0,3500.0,13,17514.23076923077
2005,294542.0,1968.0,17,17326.0
2008,88525.0,1400.0,14,6323.214285714285
2000,450000.0,2700.0,22,20454.545454545456
2011,256900.0,1961.0,11,23354.545454545456
2007,262000.0,1600.0,15,17466.666666666668
2016,113445.0,2199.0,6,18907.5
2010,177000.0,1300.0,12,14750.0
2002,280000.0,2000.0,20,14000.0
2011,193000.0,1500.0,11,17545.454545454544
2016,85000.0,2500.0,6,14166.666666666666
2007,168000.0,2500.0,15,11200.0
2011,170000.0,1400.0,11,15454.545454545454
2006,145000.0,1600.0,16,9062.5
1993,400000.0,1800.0,29,13793.103448275862
2007,140000.0,1600.0,15,9333.333333333334
1999,210000.0,1800.0,23,9130.434782608696
2010,167000.0,1400.0,12,13916.666666666666
2006,260000.0,1999.0,16,16250.0
2008,290170.0,1600.0,14,20726.42857142857
1992,427000.0,1600.0,30,14233.333333333334
2006,123456.0,1300.0,16,7716.0
2008,273000.0,2148.0,14,19500.0
2014,77000.0,4400.0,8,9625.0
2013,148000.0,1400.0,9,16444.444444444445
2011,146000.0,1300.0,11,13272.727272727272
2011,320000.0,2200.0,11,29090.90909090909
2015,120000.0,1200.0,7,17142.85714285714
2003,364000.0,3222.0,19,19157.894736842107
1999,250000.0,2500.0,23,10869.565217391304
2005,600000.0,1800.0,17,35294.117647058825
2013,176000.0,1400.0,9,19555.555555555555
2012,330000.0,2000.0,10,33000.0
2014,210000.0,1597.0,8,26250.0
2016,154202.0,1500.0,6,25700.33333333333
2011,139000.0,1600.0,11,12636.363636363636
2012,85000.0,2000.0,10,8500.0
2016,100000.0,1364.0,6,16666.666666666668
2017,145000.0,1500.0,5,29000.0
2011,200000.0,2400.0,11,18181.81818181818
2011,168000.0,1300.0,11,15272.727272727272
2018,127000.0,1800.0,4,31750.0
2010,136000.0,2200.0,12,11333.333333333334
2011,181000.0,1600.0,11,16454.545454545456
2005,21657.0,2000.0,17,1273.9411764705883
2016,223000.0,2200.0,6,37166.66666666666
2008,190000.0,1399.0,14,13571.42857142857
2015,155000.0,1400.0,7,22142.85714285714
2001,345000.0,1400.0,21,16428.571428571428
2014,217000.0,2000.0,8,27125.0
2002,270000.0,2000.0,20,13500.0
2012,232252.0,1200.0,10,23225.2
2003,320288.0,3000.0,19,16857.263157894737
2014,69143.0,1500.0,8,8642.875
2009,200000.0,1400.0,13,15384.615384615385
2015,139000.0,1461.0,7,19857.14285714286
2015,150765.0,1400.0,7,21537.85714285714
2006,300000.0,2000.0,16,18750.0
2003,222222.0,2000.0,19,11695.894736842103
2009,184000.0,1500.0,13,14153.846153846154
2008,190200.0,1300.0,14,13585.714285714286
2007,170000.0,2400.0,15,11333.333333333334
2017,13000.0,1200.0,5,2600.0
2017,37000.0,1600.0,5,7400.0
1996,420000.0,1996.0,26,16153.846153846154
2014,185000.0,1998.0,8,23125.0
2008,211000.0,1300.0,14,15071.42857142857
2009,85000.0,3700.0,13,6538.461538461538
2010,187000.0,1400.0,12,15583.333333333334
2011,176107.0,1600.0,11,16009.727272727272
2010,174000.0,1500.0,12,14500.0
2011,210000.0,1800.0,11,19090.90909090909
2011,185000.0,1968.0,11,16818.18181818182
2003,284700.0,2700.0,19,14984.21052631579
2005,121000.0,1700.0,17,7117.64705882353
2015,165000.0,2000.0,7,23571.42857142857
2017,149893.0,1500.0,5,29978.6
2009,163000.0,2000.0,13,12538.46153846154
2003,322000.0,2200.0,19,16947.36842105263
1997,280000.0,2200.0,25,11200.0
2008,150000.0,1500.0,14,10714.285714285714
2013,179000.0,2000.0,9,19888.88888888889
2003,216000.0,1398.0,19,11368.421052631578
2010,220000.0,1500.0,12,18333.33333333333
2011,256000.0,1800.0,11,23272.727272727272
2005,111111.0,1800.0,17,6535.941176470588
2004,252000.0,3000.0,18,14000.0
2002,265000.0,3000.0,20,13250.0
2016,200000.0,1400.0,6,33333.333333333336
1998,250000.0,1400.0,24,10416.666666666666
2003,111111.0,1800.0,19,5847.9473684210525
2006,11111.0,1500.0,16,694.4375
1992,290000.0,1800.0,30,9666.666666666666
2015,155000.0,1500.0,7,22142.85714285714
2012,199000.0,1400.0,10,19900.0
2010,236000.0,1500.0,12,19666.666666666668
2014,144000.0,2000.0,8,18000.0
2012,149730.0,1500.0,10,14973.0
2009,240794.0,1400.0,13,18522.615384615383
2007,189000.0,2200.0,15,12600.0
2016,150000.0,2000.0,6,25000.0
2009,140000.0,1400.0,13,10769.23076923077
2016,158807.0,1699.0,6,26467.83333333333
2012,102326.0,2000.0,10,10232.6
2014,185000.0,2400.0,8,23125.0
2015,112000.0,4200.0,7,16000.0
2012,194600.0,2000.0,10,19460.0
2013,191325.0,2013.0,9,21258.33333333333
2001,270000.0,1200.0,21,12857.142857142857
2008,250000.0,1300.0,14,17857.14285714286
2014,228800.0,1200.0,8,28600.0
2005,222500.0,1430.0,17,13088.235294117649
2011,205000.0,2400.0,11,18636.36363636364
2015,138000.0,2000.0,7,19714.285714285717
2012,183541.0,2200.0,10,18354.1
2003,12233.0,2200.0,19,643.8421052631579
2014,201203.0,2000.0,8,25150.375
2004,138793.0,1030.0,18,7710.722222222223
2014,240485.0,1461.0,8,30060.625
2014,157102.0,1400.0,8,19637.75
2018,45000.0,1800.0,4,11250.0
2015,65000.0,772.0,7,9285.714285714286
2008,185000.0,1300.0,14,13214.285714285714
2014,195000.0,1800.0,8,24375.0
1993,400000.0,1800.0,29,13793.103448275862
2009,234000.0,1800.0,13,18000.0
2008,219000.0,3000.0,14,15642.857142857143
2004,160000.0,2489.0,18,8888.888888888889
2014,165000.0,2200.0,8,20625.0
2015,207000.0,1500.0,7,29571.42857142857
2017,91000.0,1461.0,5,18200.0
2006,125000.0,2200.0,16,7812.5
2007,264000.0,1800.0,15,17600.0
2003,122222.0,200.0,19,6432.736842105263
2002,610500.0,2200.0,20,30525.0
2013,230000.0,2000.0,9,25555.555555555555
2004,280000.0,330.0,18,15555.555555555557
2009,169000.0,1400.0,13,13000.0
2009,195800.0,4400.0,13,15061.53846153846
2017,63000.0,1400.0,5,12600.0
2010,165000.0,1500.0,12,13750.0
2018,86000.0,2199.0,4,21500.0
2007,265000.0,4200.0,15,17666.666666666668
2017,141486.0,1600.0,5,28297.2
2009,185000.0,1500.0,13,14230.76923076923
2011,150000.0,1390.0,11,13636.363636363636
2012,245425.0,2200.0,10,24542.5
2015,106000.0,2494.0,7,15142.857142857143
2013,222000.0,1300.0,9,24666.666666666668
2007,238011.0,2200.0,15,15867.4
1995,312000.0,2000.0,27,11555.555555555557
1996,224095.0,1265.0,26,8619.038461538461
2012,137000.0,1800.0,10,13700.0
2015,98000.0,1500.0,7,14000.0
1996,250000.0,1500.0,26,9615.384615384615
2009,245000.0,1500.0,13,18846.153846153848
2007,163000.0,1500.0,15,10866.666666666666
2003,120000.0,2000.0,19,6315.789473684211
2008,145000.0,3000.0,14,10357.142857142857
1997,230000.0,1600.0,25,9200.0
1979,200000.0,200.0,43,4651.162790697675
2012,187000.0,1500.0,10,18700.0
2013,165000.0,3000.0,9,18333.33333333333
2004,200000.0,3200.0,18,11111.111111111111
2007,210925.0,1500.0,15,14061.666666666666
2011,110000.0,1400.0,11,10000.0
2005,276000.0,200.0,17,16235.29411764706
2015,160000.0,1600.0,7,22857.14285714286
2005,282000.0,2000.0,17,16588.235294117647
2011,152000.0,1200.0,11,13818.181818181818
2019,77000.0,1500.0,3,25666.666666666668
2018,61150.0,1798.0,4,15287.5
2007,146000.0,2400.0,15,9733.333333333334
2006,111111.0,1500.0,16,6944.4375
2008,158000.0,2000.0,14,11285.714285714286
2010,146000.0,1994.0,12,12166.666666666666
2006,268000.0,3000.0,16,16750.0
2007,230000.0,2700.0,15,15333.333333333334
2008,213258.0,1600.0,14,15232.714285714286
2004,160400.0,2700.0,18,8911.111111111111
2012,270000.0,2400.0,10,27000.0
2005,218000.0,1800.0,17,12823.529411764706
2010,130000.0,2000.0,12,10833.333333333334
2013,97000.0,2143.0,9,10777.777777777776
1993,250000.0,1400.0,29,8620.689655172413
2019,45000.0,999.0,3,15000.0
2012,138500.0,1800.0,10,13850.0
2013,170000.0,2200.0,9,18888.88888888889
2016,130000.0,2199.0,6,21666.666666666668
2017,147000.0,1400.0,5,29400.0
2006,245000.0,1900.0,16,15312.5
2005,328500.0,3200.0,17,19323.529411764703
2018,122100.0,1500.0,4,30525.0
2011,190000.0,2000.0,11,17272.727272727272
2001,287141.0,1400.0,21,13673.380952380952
2017,75000.0,2000.0,5,15000.0
2012,171601.0,1500.0,10,17160.1
2009,210000.0,1500.0,13,16153.846153846154
2011,300000.0,1200.0,11,27272.727272727272
2007,281582.0,1400.0,15,18772.13333333333
2018,115000.0,1500.0,4,28750.0
1997,300000.0,1600.0,25,12000.0
2002,82000.0,1500.0,20,4100.0
1999,33700.0,2800.0,23,1465.2173913043478
2016,102800.0,1968.0,6,17133.333333333332
2016,68354.0,1500.0,6,11392.333333333334
2004,26666.0,2500.0,18,1481.4444444444443
2019,58255.0,2000.0,3,19418.33333333333
2001,199999.0,2000.0,21,9523.761904761905
2017,118000.0,1800.0,5,23600.0
2002,215412.0,220.0,20,10770.6
2012,173500.0,1000.0,10,17350.0
2010,171000.0,1500.0,12,14250.0
2006,200000.0,1700.0,16,12500.0
2018,33000.0,1800.0,4,8250.0
2007,54000.0,1600.0,15,3600.0
2009,130000.0,2000.0,13,10000.0
2005,290000.0,1500.0,17,17058.823529411766
2018,57330.0,1500.0,4,14332.5
1996,325000.0,1997.0,26,12500.0
2008,497017.0,1400.0,14,35501.21428571428
1993,308500.0,200.0,29,10637.93103448276
2008,300000.0,1300.0,14,21428.571428571428
1995,25000.0,1400.0,27,925.925925925926
2017,90000.0,2200.0,5,18000.0
2017,160000.0,1600.0,5,32000.0
2015,120000.0,2000.0,7,17142.85714285714
2009,180000.0,2200.0,13,13846.153846153846
2016,187000.0,1500.0,6,31166.666666666668
2003,542000.0,2000.0,19,28526.315789473683
2007,350000.0,2200.0,15,23333.33333333333
2005,270000.0,1500.0,17,15882.35294117647
2006,320000.0,3500.0,16,20000.0
2000,340000.0,1800.0,22,15454.545454545454
2012,150200.0,1200.0,10,15020.0
2011,160000.0,3000.0,11,14545.454545454546
2012,180000.0,1500.0,10,18000.0
2014,47800.0,1200.0,8,5975.0
2000,300000.0,2200.0,22,13636.363636363636
2006,228421.0,1595.0,16,14276.3125
2016,150285.0,1999.0,6,25047.5
2002,315000.0,1900.0,20,15750.0
2009,216555.0,1333.0,13,16658.076923076922
2019,19000.0,2500.0,3,6333.333333333333
2004,288600.0,2200.0,18,16033.333333333334
2006,165877.0,1339.0,16,10367.3125
2014,121000.0,1000.0,8,15125.0
2019,83000.0,1500.0,3,27666.666666666668
2013,123000.0,1500.0,9,13666.666666666666
1992,111111.0,1400.0,30,3703.7
2004,180000.0,1500.0,18,10000.0
2016,135000.0,2200.0,6,22500.0
2010,185000.0,1500.0,12,15416.666666666666
2013,69246.0,1200.0,9,7694.0
2017,172400.0,1996.0,5,34480.0
2016,166000.0,1500.0,6,27666.666666666668
2010,199000.0,1800.0,12,16583.333333333332
2012,219000.0,2000.0,10,21900.0
2016,30000.0,3000.0,6,5000.0
2004,125000.0,1400.0,18,6944.444444444444
2010,127500.0,3000.0,12,10625.0
2005,300000.0,1900.0,17,17647.058823529413
2014,145000.0,3000.0,8,18125.0
2012,178700.0,1400.0,10,17870.0
2004,350000.0,1600.0,18,19444.444444444445
1995,350000.0,2400.0,27,12962.962962962964
2007,191000.0,1600.0,15,12733.333333333334
2003,177777.0,1800.0,19,9356.684210526317
2013,199000.0,1500.0,9,22111.11111111111
2001,189000.0,1400.0,21,9000.0
2006,250000.0,3000.0,16,15625.0
1995,180000.0,1600.0,27,6666.666666666667
2020,14130.0,2000.0,2,7065.0
2012,270000.0,2200.0,10,27000.0
2007,260000.0,1400.0,15,17333.333333333332
2004,135000.0,2200.0,18,7500.0
2016,25000.0,1400.0,6,4166.666666666667
2004,20050.0,330.0,18,1113.888888888889
2007,160169.0,1500.0,15,10677.933333333332
2015,112000.0,2000.0,7,16000.0
2015,160600.0,1400.0,7,22942.85714285714
2004,150000.0,1600.0,18,8333.333333333334
2017,12000.0,1200.0,5,2400.0
2010,57000.0,1500.0,12,4750.0
2006,222000.0,3500.0,16,13875.0
2012,90419.0,1500.0,10,9041.9
1991,80000.0,1400.0,31,2580.6451612903224
2007,196000.0,1400.0,15,13066.666666666666
2007,273569.0,2461.0,15,18237.93333333333
2005,245800.0,3000.0,17,14458.823529411764
2001,210665.0,1298.0,21,10031.666666666666
2016,139000.0,3000.0,6,23166.666666666668
2004,184542.0,1800.0,18,10252.333333333334
2003,111111.0,1400.0,19,5847.9473684210525
2012,240000.0,1500.0,10,24000.0
2001,3015.0,1999.0,21,143.57142857142858
2005,20000.0,2000.0,17,1176.470588235294
2009,340000.0,1800.0,13,26153.846153846152
2019,45000.0,999.0,3,15000.0
2015,132000.0,2000.0,7,18857.14285714286
2012,215000.0,1200.0,10,21500.0
2008,250000.0,200.0,14,17857.14285714286
2018,35000.0,3000.0,4,8750.0
2010,304000.0,3000.0,12,25333.33333333333
2013,185000.0,1500.0,9,20555.555555555555
2006,207200.0,2990.0,16,12950.0
1995,306010.0,1400.0,27,11333.703703703704
2012,146600.0,1800.0,10,14660.0
2011,109250.0,2200.0,11,9931.818181818182
1999,396300.0,2200.0,23,17230.434782608696
2014,200000.0,1500.0,8,25000.0
2009,225000.0,2000.0,13,17307.69230769231
2002,264000.0,2000.0,20,13200.0
2001,300000.0,1900.0,21,14285.714285714286
1998,123456.0,2200.0,24,5144.0
2011,390000.0,2200.0,11,35454.545454545456
2013,171000.0,1368.0,9,19000.0
2006,155000.0,200.0,16,9687.5
2005,185000.0,2200.0,17,10882.35294117647
2008,220000.0,2200.0,14,15714.285714285714
2017,51580.0,1800.0,5,10316.0
2009,28000.0,2000.0,13,2153.846153846154
2008,314000.0,1900.0,14,22428.571428571428
1987,457352.0,2000.0,35,13067.2
2008,70000.0,2694.0,14,5000.0
1995,37998.0,1392.0,27,1407.3333333333333
2006,256352.0,2000.0,16,16022.0
2012,190000.0,2200.0,10,19000.0
2016,124600.0,2400.0,6,20766.666666666668
2002,132000.0,4200.0,20,6600.0
2009,181000.0,2000.0,13,13923.076923076924
2005,227212.0,2200.0,17,13365.411764705885
2010,127000.0,3000.0,12,10583.333333333334
2019,54000.0,2199.0,3,18000.0
2007,220000.0,1600.0,15,14666.666666666666
2013,177800.0,1400.0,9,19755.555555555555
2016,118000.0,1461.0,6,19666.666666666668
2013,137000.0,2200.0,9,15222.222222222224
2012,150000.0,1800.0,10,15000.0
2007,209000.0,1500.0,15,13933.333333333334
2013,175000.0,1598.0,9,19444.444444444445
2008,13452.0,1800.0,14,960.8571428571428
2013,138000.0,2000.0,9,15333.333333333334
2014,205000.0,1800.0,8,25625.0
2006,100000.0,2143.0,16,6250.0
2012,187000.0,1200.0,10,18700.0
2005,200000.0,3000.0,17,11764.70588235294
2013,190388.0,1500.0,9,21154.222222222223
2008,190000.0,1400.0,14,13571.42857142857
2001,38000.0,2200.0,21,1809.5238095238096
2002,273700.0,200.0,20,13685.0
2014,227000.0,2200.0,8,28375.0
2012,314212.0,1200.0,10,31421.2
2004,35000.0,1900.0,18,1944.4444444444443
2000,214567.0,1800.0,22,9753.045454545454
2009,178500.0,2000.0,13,13730.76923076923
2016,176500.0,2000.0,6,29416.666666666668
2016,175000.0,1500.0,6,29166.666666666668
2008,192000.0,1500.0,14,13714.285714285714
2015,175000.0,1422.0,7,25000.0
2010,255000.0,1200.0,12,21250.0
2003,240000.0,1799.0,19,12631.578947368422
2013,116580.0,1197.0,9,12953.333333333334
1992,300000.0,1500.0,30,10000.0
2017,53000.0,2400.0,5,10600.0
2014,113725.0,1600.0,8,14215.625
1996,332000.0,1796.0,26,12769.23076923077
2006,222144.0,2000.0,16,13884.0
2013,103308.0,1400.0,9,11478.666666666666
2018,43000.0,2000.0,4,10750.0
2007,155000.0,1500.0,15,10333.333333333334
1997,98000.0,1500.0,25,3920.0
1996,269643.0,2005.0,26,10370.884615384615
1993,332000.0,1800.0,29,11448.275862068966
2010,165000.0,2000.0,12,13750.0
2007,210000.0,1500.0,15,14000.0
2016,80000.0,1600.0,6,13333.333333333334
2016,67000.0,3500.0,6,11166.666666666666
2008,190000.0,2000.0,14,13571.42857142857
2015,35700.0,1200.0,7,5100.0
2008,242184.0,1400.0,14,17298.85714285714
2012,190000.0,2000.0,10,19000.0
2016,75000.0,2000.0,6,12500.0
2013,68000.0,1400.0,9,7555.555555555556
2003,115754.0,1500.0,19,6092.315789473684
2007,300000.0,2002.0,15,20000.0
2012,195000.0,1500.0,10,19500.0
2006,111200.0,1300.0,16,6950.0
2008,224565.0,2000.0,14,16040.357142857143
2006,225000.0,3000.0,16,14062.5
1995,245367.0,1600.0,27,9087.666666666666
2013,139000.0,2000.0,9,15444.444444444443
2007,136000.0,2200.0,15,9066.666666666666
2005,256105.0,2500.0,17,15065.0
1995,10000.0,1300.0,27,370.3703703703704
2013,183780.0,2000.0,9,20420.0
2015,64115.0,1400.0,7,9159.285714285714
2014,120000.0,1800.0,8,15000.0
2018,75562.0,2000.0,4,18890.5
2018,51000.0,1400.0,4,12750.0
2015,159000.0,2000.0,7,22714.285714285717
2010,140300.0,2000.0,12,11691.666666666666
2014,132000.0,1996.0,8,16500.0
2012,155127.0,1200.0,10,15512.7
2011,189000.0,1200.0,11,17181.81818181818
2014,199000.0,1600.0,8,24875.0
2011,189000.0,1248.0,11,17181.81818181818
2017,66000.0,1600.0,5,13200.0
2001,270000.0,2400.0,21,12857.142857142857
2006,290000.0,2000.0,16,18125.0
2013,112000.0,1000.0,9,12444.444444444443
2012,185000.0,1500.0,10,18500.0
2009,220000.0,2200.0,13,16923.076923076922
2013,65000.0,2000.0,9,7222.222222222223
2006,207100.0,1500.0,16,12943.75
2017,125450.0,1500.0,5,25090.0
2011,190000.0,1400.0,11,17272.727272727272
2017,217000.0,1500.0,5,43400.0
2007,13000.0,1400.0,15,866.6666666666666
2018,118700.0,1500.0,4,29675.0
2007,216038.0,2400.0,15,14402.533333333333
2003,250000.0,2000.0,19,13157.894736842103
2012,201807.0,2200.0,10,20180.7
2000,20000.0,1700.0,22,909.0909090909092
2002,11111.0,1300.0,20,555.55
1995,188000.0,1600.0,27,6962.962962962963
1998,11111.0,2500.0,24,462.9583333333333
2015,206333.0,2500.0,7,29476.14285714286
2010,241828.0,1400.0,12,20152.33333333333
2019,22000.0,2000.0,3,7333.333333333333
2005,250000.0,1400.0,17,14705.882352941177
2011,314633.0,2200.0,11,28603.0
2006,170000.0,3500.0,16,10625.0
2012,120041.0,1500.0,10,12004.1
2011,402000.0,1800.0,11,36545.454545454544
2014,174780.0,1461.0,8,21847.5
2021,2520.0,2000.0,1,2520.0
2004,370000.0,2000.0,18,20555.555555555555
2012,282891.0,1461.0,10,28289.1
1994,196500.0,2000.0,28,7017.857142857143
2010,123000.0,1000.0,12,10250.0
2015,93000.0,1200.0,7,13285.714285714286
2012,187000.0,1800.0,10,18700.0
2007,282074.0,1461.0,15,18804.93333333333
2014,56000.0,1200.0,8,7000.0
2016,20000.0,2200.0,6,3333.333333333333
1992,1000000.0,1008.0,30,33333.333333333336
2014,117400.0,3000.0,8,14675.0
2016,270000.0,2000.0,6,45000.0
2017,175000.0,1500.0,5,35000.0
2003,230000.0,1800.0,19,12105.263157894737
2009,208000.0,1798.0,13,16000.0
2010,220000.0,1461.0,12,18333.33333333333
1996,340000.0,1600.0,26,13076.923076923076
2017,144106.0,1500.0,5,28821.2
2004,320861.0,4398.0,18,17825.61111111111
2015,148000.0,1800.0,7,21142.85714285714
2013,138654.0,2000.0,9,15406.0
2014,133500.0,2000.0,8,16687.5
2014,187112.0,2500.0,8,23389.0
2005,200000.0,2000.0,17,11764.70588235294
2020,16225.0,2000.0,2,8112.5
2006,220000.0,1600.0,16,13750.0
2012,111120.0,1400.0,10,11112.0
1997,228000.0,1991.0,25,9120.0
2012,127700.0,1398.0,10,12770.0
2014,40000.0,2400.0,8,5000.0
2005,304000.0,1800.0,17,17882.352941176472
2011,187000.0,4500.0,11,17000.0
2014,160000.0,1500.0,8,20000.0
2010,160000.0,1500.0,12,13333.333333333334
1996,380000.0,1600.0,26,14615.384615384615
1998,230000.0,1600.0,24,9583.333333333334
2014,146000.0,1500.0,8,18250.0
2003,218000.0,1000.0,19,11473.684210526317
2016,101200.0,1995.0,6,16866.666666666668
2004,246017.0,2000.0,18,13667.611111111111
2010,268000.0,2200.0,12,22333.33333333333
2009,203000.0,1800.0,13,15615.384615384615
2006,248000.0,2000.0,16,15500.0
2017,30000.0,647.0,5,6000.0
2015,180000.0,1500.0,7,25714.285714285717
2008,206300.0,1422.0,14,14735.714285714286
2012,162966.0,2000.0,10,16296.6
1997,300000.0,2000.0,25,12000.0
2008,205000.0,2800.0,14,14642.857142857143
2004,320000.0,2200.0,18,17777.777777777777
2008,205000.0,200.0,14,14642.857142857143
2016,98325.0,1600.0,6,16387.5
2006,199000.0,1900.0,16,12437.5
2015,189826.0,1999.0,7,27118.0
2016,75000.0,2400.0,6,12500.0
2013,97500.0,1200.0,9,10833.333333333334
2014,180000.0,1800.0,8,22500.0
1998,264257.0,1800.0,24,11010.708333333334
2009,197000.0,1500.0,13,15153.846153846154
2016,159500.0,1600.0,6,26583.33333333333
2015,82000.0,3000.0,7,11714.285714285714
2006,327000.0,3000.0,16,20437.5
2011,200000.0,2000.0,11,18181.81818181818
2016,62000.0,2000.0,6,10333.333333333334
2010,89000.0,2000.0,12,7416.666666666667
2018,10700.0,2488.0,4,2675.0
2015,142000.0,2000.0,7,20285.714285714286
2012,94000.0,2000.0,10,9400.0
2005,11111.0,1800.0,17,653.5882352941177
1998,497000.0,1500.0,24,20708.33333333333
2000,280000.0,2000.0,22,12727.272727272728
2009,187000.0,1500.0,13,14384.615384615385
2017,109800.0,1500.0,5,21960.0
2013,187399.0,1400.0,9,20822.11111111111
2016,62000.0,1500.0,6,10333.333333333334
2016,186000.0,2000.0,6,31000.0
2010,171200.0,1500.0,12,14266.666666666666
1993,220000.0,1721.0,29,7586.206896551724
2005,20000.0,1500.0,17,1176.470588235294
2017,11681.0,1800.0,5,2336.2
2017,140000.0,1500.0,5,28000.0
2005,197000.0,1500.0,17,11588.235294117649
1996,400000.0,1500.0,26,15384.615384615385
2015,179000.0,2400.0,7,25571.42857142857
2008,210000.0,2000.0,14,15000.0
1982,80000.0,1200.0,40,2000.0
2015,14809.0,1600.0,7,2115.5714285714284
2008,220000.0,2000.0,14,15714.285714285714
2016,72000.0,2500.0,6,12000.0
2005,240000.0,1600.0,17,14117.64705882353
2013,258888.0,1400.0,9,28765.33333333333
2016,86867.0,2000.0,6,14477.833333333334
2019,30072.0,2000.0,3,10024.0
2010,168000.0,2400.0,12,14000.0
2013,178632.0,1500.0,9,19848.0
2011,113000.0,1600.0,11,10272.727272727272
2012,163696.0,2000.0,10,16369.6
2010,250000.0,1500.0,12,20833.33333333333
2010,230000.0,3000.0,12,19166.666666666668
2015,150000.0,1500.0,7,21428.571428571428
2013,116425.0,1400.0,9,12936.111111111111
2011,233000.0,1500.0,11,21181.81818181818
2012,140000.0,1400.0,10,14000.0
2014,16000.0,2500.0,8,2000.0
2010,12345.0,1500.0,12,1028.75
2012,259000.0,250.0,10,25900.0
2002,374000.0,1995.0,20,18700.0
2006,195500.0,1595.0,16,12218.75
2001,217473.0,2000.0,21,10355.857142857143
2001,300000.0,2000.0,21,14285.714285714286
2012,173000.0,1400.0,10,17300.0
2015,151000.0,3000.0,7,21571.42857142857
2018,47000.0,1500.0,4,11750.0
2016,105000.0,2200.0,6,17500.0
2020,30000.0,1600.0,2,15000.0
2010,123000.0,1600.0,12,10250.0
2011,220000.0,2000.0,11,20000.0
2015,120000.0,2499.0,7,17142.85714285714
2010,215000.0,1400.0,12,17916.666666666668
2016,78796.0,2000.0,6,13132.666666666666
2002,200000.0,2500.0,20,10000.0
2009,250000.0,2000.0,13,19230.76923076923
2008,300000.0,1500.0,14,21428.571428571428
2014,16000.0,1598.0,8,2000.0
2015,200000.0,2200.0,7,28571.42857142857
2001,210000.0,1900.0,21,10000.0
2013,130000.0,1400.0,9,14444.444444444443
2014,207000.0,2200.0,8,25875.0
2017,164000.0,1500.0,5,32800.0
2008,345000.0,3000.0,14,24642.85714285714
2008,65000.0,2000.0,14,4642.857142857143
2012,143229.0,1000.0,10,14322.9
