Year,Distance,Engine_capacity(cm3),Price(euro),Age,km_year
2012,85000.0,1400.0,9900.0,10,8500.0
2011,185000.0,3000.0,22999.0,11,16818.18181818182
1996,200000.0,4000.0,5900.0,26,7692.307692307692
2016,160000.0,1500.0,8200.0,6,26666.666666666668
2013,187000.0,1500.0,6900.0,9,20777.777777777777
2017,152000.0,2000.0,13999.0,5,30400.0
2015,109000.0,2000.0,14999.0,7,15571.42857142857
2017,120000.0,1600.0,14500.0,5,24000.0
2015,188000.0,2000.0,16900.0,7,26857.14285714286
2015,169000.0,1500.0,7777.0,7,24142.85714285714
2017,165000.0,1600.0,11999.0,5,33000.0
2016,124000.0,2494.0,23590.0,6,20666.666666666668
2017,68500.0,1998.0,16500.0,5,13700.0
2001,11111.0,2200.0,4300.0,21,529.0952380952381
2010,181241.0,1200.0,2450.0,12,15103.416666666666
2012,235000.0,1500.0,3550.0,10,23500.0
2016,124000.0,2494.0,23590.0,6,20666.666666666668
2003,210000.0,1900.0,4200.0,19,11052.631578947368
2015,160600.0,1400.0,9300.0,7,22942.85714285714
2016,124000.0,2494.0,23590.0,6,20666.666666666668
2017,61000.0,2000.0,32999.0,5,12200.0
2017,141200.0,1500.0,13990.0,5,28240.0
2001,318567.0,2500.0,4500.0,21,15169.857142857143
2008,285413.0,2000.0,6500.0,14,20386.64285714286
1988,274000.0,2500.0,2500.0,34,8058.823529411765
2014,39000.0,2300.0,24999.0,8,4875.0
2008,245000.0,2400.0,13500.0,14,17500.0
2017,86000.0,1600.0,14900.0,5,17200.0
2014,140000.0,2200.0,18800.0,8,17500.0
2005,250000.0,1500.0,3599.0,17,14705.882352941177
2013,140000.0,1800.0,8499.0,9,15555.555555555555
2005,220000.0,1298.0,1750.0,17,12941.176470588236
2017,71000.0,1996.0,24500.0,5,14200.0
2005,187542.0,1500.0,3750.0,17,11031.882352941177
2018,19300.0,1500.0,18000.0,4,4825.0
2011,240000.0,3500.0,19000.0,11,21818.18181818182
2013,206278.0,2000.0,10750.0,9,22919.777777777777
2015,123580.0,1500.0,9500.0,7,17654.285714285714
2007,193883.0,2000.0,9500.0,15,12925.533333333333
2005,275000.0,1600.0,3700.0,17,16176.470588235294
2006,260000.0,3000.0,9100.0,16,16250.0
2008,262000.0,1500.0,3200.0,14,18714.285714285714
2006,100000.0,1500.0,2200.0,16,6250.0
2015,166313.0,2000.0,7900.0,7,23759.0
2013,192535.0,2000.0,10550.0,9,21392.777777777777
1986,111111.0,1600.0,2000.0,36,3086.4166666666665
2011,207000.0,1500.0,5099.0,11,18818.18181818182
2013,170000.0,2200.0,19500.0,9,18888.88888888889
2005,150000.0,1599.0,2500.0,17,8823.529411764706
2005,340000.0,3000.0,7600.0,17,20000.0
2000,456000.0,2800.0,5499.0,22,20727.272727272728
2011,140000.0,1700.0,7500.0,11,12727.272727272728
2009,270635.0,2000.0,10950.0,13,20818.076923076922
2015,145000.0,2000.0,19000.0,7,20714.285714285714
2008,166000.0,1600.0,6600.0,14,11857.142857142857
2012,11111.0,2000.0,9000.0,10,1111.1
2008,390000.0,2200.0,8500.0,14,27857.14285714286
2015,160000.0,1998.0,14500.0,7,22857.14285714286
2013,182000.0,1500.0,6200.0,9,20222.222222222223
2020,27000.0,1950.0,43900.0,2,13500.0
2017,68000.0,1999.0,34900.0,5,13600.0
2015,148000.0,1200.0,9500.0,7,21142.85714285714
2009,180000.0,2362.0,11200.0,13,13846.153846153846
2017,150000.0,1500.0,7490.0,5,30000.0
2020,6570.0,1600.0,38590.0,2,3285.0
2004,254315.0,2200.0,6499.0,18,14128.611111111111
2013,139000.0,2000.0,16000.0,9,15444.444444444445
2015,48000.0,2000.0,26490.0,7,6857.142857142857
2016,116000.0,3000.0,53900.0,6,19333.333333333332
2010,178000.0,1364.0,5100.0,12,14833.333333333334
2016,150000.0,1422.0,7299.0,6,25000.0
2009,222568.0,1300.0,4800.0,13,17120.615384615383
2007,234452.0,2000.0,6450.0,15,15630.133333333333
2009,270000.0,1400.0,3600.0,13,20769.23076923077
2010,213452.0,1400.0,5999.0,12,17787.666666666668
2016,62000.0,1400.0,9800.0,6,10333.333333333334
2013,180335.0,1500.0,5999.0,9,20037.222222222223
2005,250000.0,1400.0,3490.0,17,14705.882352941177
2014,250000.0,2400.0,13900.0,8,31250.0
2009,329000.0,1400.0,2900.0,13,25307.69230769231
2016,176000.0,1969.0,10000.0,6,29333.333333333332
2010,330000.0,1500.0,5490.0,12,27500.0
2004,250000.0,2500.0,7999.0,18,13888.888888888889
2012,270000.0,1500.0,5500.0,10,27000.0
2014,132000.0,1200.0,5550.0,8,16500.0
2006,22222.0,1200.0,2500.0,16,1388.875
2004,26666.0,2500.0,2250.0,18,1481.4444444444443
2015,186000.0,1999.0,9400.0,7,26571.428571428572
2005,212000.0,3000.0,8990.0,17,12470.588235294117
2015,193000.0,1500.0,10500.0,7,27571.428571428572
2010,260000.0,1400.0,7490.0,12,21666.666666666668
2010,172000.0,1400.0,4450.0,12,14333.333333333334
2017,129320.0,998.0,7200.0,5,25864.0
2012,160000.0,1800.0,12200.0,10,16000.0
2005,210000.0,2000.0,4490.0,17,12352.941176470587
2011,124000.0,1700.0,3950.0,11,11272.727272727272
2010,300000.0,3000.0,15500.0,12,25000.0
1997,362000.0,2000.0,2100.0,25,14480.0
2017,90000.0,1400.0,18000.0,5,18000.0
2010,157000.0,2000.0,10000.0,12,13083.333333333334
2018,179550.0,1999.0,11000.0,4,44887.5
2019,6500.0,2000.0,41000.0,3,2166.6666666666665
2008,243152.0,1900.0,6499.0,14,17368.0
2020,6570.0,1600.0,38590.0,2,3285.0
2018,37000.0,2000.0,21500.0,4,9250.0
2007,170000.0,2400.0,8500.0,15,11333.333333333334
2009,214000.0,1400.0,6990.0,13,16461.53846153846
2014,175000.0,1500.0,7800.0,8,21875.0
2014,113000.0,1400.0,5990.0,8,14125.0
1991,250000.0,2000.0,2700.0,31,8064.5161290322585
2018,57000.0,1500.0,9490.0,4,14250.0
2010,155000.0,1500.0,8700.0,12,12916.666666666666
2014,95000.0,3000.0,25900.0,8,11875.0
2006,418000.0,2200.0,10500.0,16,26125.0
2005,248720.0,2521.0,6800.0,17,14630.588235294117
2015,200000.0,2400.0,14000.0,7,28571.428571428572
2016,173000.0,1600.0,13999.0,6,28833.333333333332
2005,220000.0,2000.0,7990.0,17,12941.176470588236
2016,99000.0,1969.0,35000.0,6,16500.0
2016,173000.0,1600.0,13999.0,6,28833.333333333332
2005,220000.0,2000.0,7990.0,17,12941.176470588236
2016,99000.0,1969.0,35000.0,6,16500.0
2015,97000.0,1200.0,9500.0,7,13857.142857142857
2015,144785.0,1400.0,9990.0,7,20683.571428571428
2013,74000.0,1200.0,7490.0,9,8222.222222222223
2014,232000.0,1600.0,9850.0,8,29000.0
2009,180000.0,2362.0,11200.0,13,13846.153846153846
2002,254213.0,2000.0,3499.0,20,12710.65
2009,180000.0,2000.0,10990.0,13,13846.153846153846
2016,101200.0,1995.0,18950.0,6,16866.666666666668
2013,150000.0,2000.0,9290.0,9,16666.666666666668
2014,155000.0,2000.0,9800.0,8,19375.0
2013,142000.0,1400.0,6250.0,9,15777.777777777777
2015,40000.0,2000.0,25000.0,7,5714.285714285715
2015,118000.0,2000.0,16490.0,7,16857.14285714286
2015,119000.0,2000.0,19990.0,7,17000.0
2015,182000.0,1500.0,7500.0,7,26000.0
2017,81000.0,2000.0,39999.0,5,16200.0
2014,161000.0,2000.0,11999.0,8,20125.0
2008,289565.0,2231.0,7299.0,14,20683.214285714286
2003,260400.0,3000.0,5650.0,19,13705.263157894737
2018,22500.0,1000.0,10500.0,4,5625.0
2018,59900.0,2000.0,17900.0,4,14975.0
2012,177577.0,1200.0,5300.0,10,17757.7
2008,213452.0,1900.0,5999.0,14,15246.57142857143
2014,82960.0,3000.0,33900.0,8,10370.0
1999,320700.0,2500.0,2000.0,23,13943.478260869566
1993,88000.0,1500.0,16500.0,29,3034.4827586206898
2015,154000.0,2000.0,12900.0,7,22000.0
2013,150000.0,2000.0,19500.0,9,16666.666666666668
2010,194521.0,1900.0,6499.0,12,16210.083333333334
1993,452000.0,1600.0,1200.0,29,15586.206896551725
2014,118000.0,3000.0,26500.0,8,14750.0
2010,180000.0,3500.0,20500.0,12,15000.0
2000,350000.0,2000.0,2300.0,22,15909.09090909091
2014,200000.0,2500.0,19200.0,8,25000.0
2010,208000.0,1800.0,7900.0,12,17333.333333333332
2017,74350.0,1700.0,14500.0,5,14870.0
2006,280000.0,2497.0,8000.0,16,17500.0
2012,172000.0,1461.0,6700.0,10,17200.0
2010,175000.0,1390.0,7800.0,12,14583.333333333334
2016,194000.0,1461.0,7200.0,6,32333.333333333332
2013,163000.0,1390.0,8700.0,9,18111.11111111111
2005,275000.0,1400.0,2500.0,17,16176.470588235294
2013,173000.0,1461.0,7800.0,9,19222.222222222223
2012,155005.0,1390.0,8700.0,10,15500.5
2018,100000.0,1500.0,13200.0,4,25000.0
2012,156321.0,1461.0,6999.0,10,15632.1
2009,166800.0,1400.0,4300.0,13,12830.76923076923
2009,272300.0,1800.0,6490.0,13,20946.153846153848
2010,220154.0,1200.0,4999.0,12,18346.166666666668
2003,331000.0,1800.0,5200.0,19,17421.052631578947
2006,258000.0,1390.0,2500.0,16,16125.0
2016,52000.0,450.0,39900.0,6,8666.666666666666
2009,184000.0,1400.0,3250.0,13,14153.846153846154
2011,168000.0,2000.0,7200.0,11,15272.727272727272
2000,40000.0,2000.0,2200.0,22,1818.1818181818182
2003,210000.0,2000.0,3850.0,19,11052.631578947368
2015,134000.0,1988.0,15999.0,7,19142.85714285714
1994,554268.0,1400.0,650.0,28,19795.285714285714
2012,162000.0,1400.0,7600.0,10,16200.0
2012,162000.0,1400.0,7600.0,10,16200.0
2007,143549.0,1500.0,3600.0,15,9569.933333333332
2008,224000.0,2000.0,7750.0,14,16000.0
2015,115000.0,1200.0,8700.0,7,16428.571428571428
2006,145000.0,4500.0,7900.0,16,9062.5
2008,237123.0,1998.0,8299.0,14,16937.35714285714
1996,350653.0,1600.0,1689.0,26,13486.653846153846
2016,190200.0,1500.0,8700.0,6,31700.0
2009,227685.0,3500.0,19499.0,13,17514.23076923077
1994,286450.0,1800.0,1200.0,28,10230.357142857143
2013,171009.0,1800.0,13700.0,9,19001.0
2003,225000.0,1800.0,4400.0,19,11842.105263157895
2010,203000.0,1400.0,4700.0,12,16916.666666666668
2008,157000.0,1390.0,7500.0,14,11214.285714285714
2000,160000.0,2500.0,2500.0,22,7272.727272727273
2013,158000.0,1984.0,14500.0,9,17555.555555555555
2016,28643.0,2000.0,13800.0,6,4773.833333333333
2016,105000.0,1600.0,10990.0,6,17500.0
2013,141400.0,2400.0,22499.0,9,15711.111111111111
2009,200000.0,1400.0,3300.0,13,15384.615384615385
2002,294000.0,1599.0,2200.0,20,14700.0
2009,165000.0,1300.0,6400.0,13,12692.307692307691
2005,220000.0,1400.0,3550.0,17,12941.176470588236
2011,149000.0,1300.0,3999.0,11,13545.454545454546
1992,30000.0,1600.0,1300.0,30,1000.0
1992,350000.0,1900.0,1400.0,30,11666.666666666666
2015,174000.0,1800.0,10500.0,7,24857.14285714286
2012,115700.0,1400.0,7350.0,10,11570.0
2019,108700.0,1500.0,8999.0,3,36233.333333333336
2016,110000.0,1400.0,13490.0,6,18333.333333333332
2017,119800.0,1500.0,13850.0,5,23960.0
2011,190000.0,1400.0,5400.0,11,17272.727272727272
2014,173000.0,2148.0,26999.0,8,21625.0
2016,150285.0,1999.0,10210.0,6,25047.5
2008,311000.0,1998.0,5500.0,14,22214.285714285714
2002,195000.0,1998.0,3000.0,20,9750.0
2015,200000.0,1500.0,7100.0,7,28571.428571428572
2010,160880.0,1800.0,6500.0,12,13406.666666666666
2017,117500.0,1500.0,16500.0,5,23500.0
2010,167500.0,1400.0,7850.0,12,13958.333333333334
2017,138700.0,1500.0,12999.0,5,27740.0
2009,293350.0,2400.0,13350.0,13,22565.384615384617
2005,220000.0,3000.0,9599.0,17,12941.176470588236
2016,108700.0,1500.0,14999.0,6,18116.666666666668
2014,180000.0,1400.0,8500.0,8,22500.0
2015,128700.0,1500.0,9700.0,7,18385.714285714286
2012,115700.0,1400.0,7350.0,10,11570.0
2019,23800.0,1600.0,13700.0,3,7933.333333333333
2015,147500.0,1500.0,11350.0,7,21071.428571428572
2018,118700.0,1500.0,14900.0,4,29675.0
2017,109800.0,1500.0,16350.0,5,21960.0
2017,105700.0,1500.0,12350.0,5,21140.0
2016,98700.0,1500.0,10850.0,6,16450.0
2018,93700.0,1500.0,11500.0,4,23425.0
2014,157500.0,1500.0,5999.0,8,19687.5
2017,127500.0,1500.0,13350.0,5,25500.0
2010,197246.0,2143.0,17499.0,12,16437.166666666668
2016,139500.0,1500.0,12750.0,6,23250.0
2015,157500.0,1500.0,7450.0,7,22500.0
2011,342000.0,1200.0,2650.0,11,31090.909090909092
2005,260000.0,1400.0,5450.0,17,15294.117647058823
2016,42000.0,2000.0,48000.0,6,7000.0
2011,191000.0,1500.0,4450.0,11,17363.636363636364
2005,280000.0,2000.0,5450.0,17,16470.58823529412
2006,255000.0,2230.0,7150.0,16,15937.5
2009,345000.0,2000.0,7500.0,13,26538.46153846154
2012,196000.0,1400.0,6300.0,10,19600.0
2005,249000.0,1500.0,3500.0,17,14647.058823529413
2011,167000.0,1200.0,4100.0,11,15181.818181818182
2014,162000.0,3000.0,37000.0,8,20250.0
2017,168000.0,2500.0,19400.0,5,33600.0
2011,240000.0,1800.0,2200.0,11,21818.18181818182
2016,90000.0,1400.0,11300.0,6,15000.0
2016,154298.0,1995.0,14900.0,6,25716.333333333332
2011,196000.0,1200.0,4800.0,11,17818.18181818182
1991,11111.0,1600.0,550.0,31,358.4193548387097
1998,352225.0,1900.0,1150.0,24,14676.041666666666
2012,121700.0,1500.0,7700.0,10,12170.0
2017,190000.0,1400.0,11600.0,5,38000.0
1997,12000.0,1300.0,650.0,25,480.0
2004,600000.0,1400.0,3333.0,18,33333.333333333336
2009,205000.0,1500.0,4550.0,13,15769.23076923077
2018,121000.0,1600.0,9900.0,4,30250.0
2012,83150.0,1300.0,7200.0,10,8315.0
1999,249000.0,3000.0,3500.0,23,10826.08695652174
2012,245929.0,1800.0,7500.0,10,24592.9
2004,205000.0,1398.0,2500.0,18,11388.888888888889
2020,14223.0,3000.0,85000.0,2,7111.5
2012,199000.0,2000.0,15750.0,10,19900.0
2017,60498.0,3000.0,49999.0,5,12099.6
2019,119000.0,2000.0,44500.0,3,39666.666666666664
2005,180000.0,1600.0,3600.0,17,10588.235294117647
2009,218000.0,1400.0,6500.0,13,16769.23076923077
1999,222456.0,300.0,2500.0,23,9672.0
2017,220000.0,1395.0,11999.0,5,44000.0
2009,210000.0,1900.0,2000.0,13,16153.846153846154
2009,239381.0,1364.0,6350.0,13,18413.923076923078
2013,179000.0,2000.0,11899.0,9,19888.88888888889
2017,181000.0,1995.0,17900.0,5,36200.0
2016,33371.0,1580.0,13730.0,6,5561.833333333333
2008,350537.0,1998.0,6555.0,14,25038.35714285714
2019,19000.0,1790.0,15500.0,3,6333.333333333333
2010,209123.0,1400.0,6800.0,12,17426.916666666668
2012,181000.0,2800.0,12500.0,10,18100.0
2012,209123.0,1800.0,9700.0,10,20912.3
1995,27000.0,1600.0,1800.0,27,1000.0
2003,344580.0,200.0,3500.0,19,18135.78947368421
2018,80000.0,2000.0,27500.0,4,20000.0
2018,141700.0,1500.0,13790.0,4,35425.0
2018,7050.0,2000.0,66900.0,4,1762.5
1994,446700.0,2200.0,900.0,28,15953.57142857143
2011,218000.0,1400.0,6300.0,11,19818.18181818182
2018,130000.0,1500.0,7999.0,4,32500.0
2007,191000.0,1600.0,5100.0,15,12733.333333333334
2014,160000.0,2000.0,11999.0,8,20000.0
2015,90000.0,1400.0,6100.0,7,12857.142857142857
2013,140000.0,2500.0,16990.0,9,15555.555555555555
2006,280000.0,3000.0,3900.0,16,17500.0
2010,210000.0,1200.0,4650.0,12,17500.0
2016,222845.0,1999.0,12900.0,6,37140.833333333336
2006,280000.0,3000.0,3900.0,16,17500.0
2010,210000.0,1200.0,4650.0,12,17500.0
2016,222845.0,1999.0,12900.0,6,37140.833333333336
2016,125900.0,1500.0,12690.0,6,20983.333333333332
2004,235000.0,2500.0,5650.0,18,13055.555555555555
2005,600000.0,1500.0,1999.0,17,35294.117647058825
2014,185000.0,1998.0,16299.0,8,23125.0
2014,162797.0,998.0,6500.0,8,20349.625
2015,115000.0,1800.0,13450.0,7,16428.571428571428
2000,170000.0,1400.0,2000.0,22,7727.272727272727
2009,102000.0,2000.0,7700.0,13,7846.153846153846
2014,156321.0,1500.0,8000.0,8,19540.125
2007,231000.0,1500.0,3200.0,15,15400.0
2014,330000.0,2000.0,18300.0,8,41250.0
1989,240000.0,1600.0,650.0,33,7272.727272727273
1992,92341.0,1300.0,1000.0,30,3078.0333333333333
1994,321485.0,2300.0,850.0,28,11481.607142857143
2014,190000.0,1600.0,7500.0,8,23750.0
2011,164000.0,1500.0,3500.0,11,14909.09090909091
2014,157633.0,1396.0,6700.0,8,19704.125
2011,259825.0,1600.0,7250.0,11,23620.454545454544
2014,70000.0,3800.0,84500.0,8,8750.0
2012,214000.0,2000.0,15999.0,10,21400.0
2008,252000.0,1300.0,4000.0,14,18000.0
2002,397000.0,1800.0,1000.0,20,19850.0
2016,109000.0,2000.0,18000.0,6,18166.666666666668
1999,150000.0,1900.0,400.0,23,6521.739130434783
1999,290000.0,2300.0,2900.0,23,12608.695652173914
2010,251000.0,1500.0,4990.0,12,20916.666666666668
2011,166500.0,1400.0,8299.0,11,15136.363636363636
2000,256700.0,1600.0,3000.0,22,11668.181818181818
2008,139000.0,4800.0,12999.0,14,9928.57142857143
2012,242650.0,1500.0,6000.0,10,24265.0
2011,200000.0,2000.0,16900.0,11,18181.81818181818
2015,120000.0,1300.0,7300.0,7,17142.85714285714
2015,174000.0,1500.0,8600.0,7,24857.14285714286
2015,190000.0,2200.0,15950.0,7,27142.85714285714
2013,211125.0,1600.0,9000.0,9,23458.333333333332
2011,98600.0,2400.0,11250.0,11,8963.636363636364
2014,187000.0,1999.0,11100.0,8,23375.0
2015,192000.0,1450.0,6650.0,7,27428.571428571428
2008,170000.0,2360.0,8300.0,14,12142.857142857143
2011,153000.0,1300.0,6000.0,11,13909.09090909091
2010,120000.0,1500.0,7600.0,12,10000.0
2009,125000.0,3000.0,16500.0,13,9615.384615384615
2016,147000.0,2000.0,22500.0,6,24500.0
2015,151000.0,2000.0,12600.0,7,21571.428571428572
2015,146000.0,1461.0,7400.0,7,20857.14285714286
2013,210000.0,1500.0,6800.0,9,23333.333333333332
2007,260000.0,1500.0,6500.0,15,17333.333333333332
2010,235000.0,1500.0,4300.0,12,19583.333333333332
2019,17150.0,2200.0,37100.0,3,5716.666666666667
2004,217322.0,2000.0,4900.0,18,12073.444444444445
1996,310000.0,2000.0,3100.0,26,11923.076923076924
2019,21000.0,3000.0,61000.0,3,7000.0
2018,47000.0,1500.0,17799.0,4,11750.0
2012,165000.0,2190.0,15300.0,10,16500.0
2014,173000.0,2000.0,10699.0,8,21625.0
2014,86000.0,1500.0,9300.0,8,10750.0
2019,45630.0,2200.0,28050.0,3,15210.0
2013,144500.0,1500.0,8500.0,9,16055.555555555555
2011,127500.0,1400.0,5700.0,11,11590.90909090909
2007,245000.0,1400.0,4200.0,15,16333.333333333334
2015,141700.0,1995.0,15750.0,7,20242.85714285714
2008,166000.0,1800.0,6200.0,14,11857.142857142857
2006,111111.0,3000.0,11000.0,16,6944.4375
2015,160662.0,1685.0,11140.0,7,22951.714285714286
2006,220000.0,1999.0,5999.0,16,13750.0
2017,80370.0,2359.0,22900.0,5,16074.0
2018,47000.0,1500.0,17799.0,4,11750.0
2012,165000.0,2190.0,15300.0,10,16500.0
2014,173000.0,2000.0,10699.0,8,21625.0
2014,86000.0,1500.0,9300.0,8,10750.0
2019,45630.0,2200.0,28050.0,3,15210.0
1992,300000.0,1984.0,2250.0,30,10000.0
2013,144500.0,1500.0,8500.0,9,16055.555555555555
2006,120000.0,1500.0,4600.0,16,7500.0
2013,133000.0,2000.0,21800.0,9,14777.777777777777
2010,255000.0,1481.0,7600.0,12,21250.0
2012,190000.0,1600.0,8800.0,10,19000.0
2016,159000.0,1500.0,9500.0,6,26500.0
2004,181000.0,1400.0,2400.0,18,10055.555555555555
2012,180000.0,1600.0,8800.0,10,18000.0
2011,115000.0,1400.0,7200.0,11,10454.545454545454
2014,225000.0,1800.0,9200.0,8,28125.0
2011,143500.0,1800.0,11600.0,11,13045.454545454546
2008,232000.0,1400.0,6800.0,14,16571.428571428572
2016,127500.0,1999.0,9800.0,6,21250.0
2018,73000.0,2143.0,32900.0,4,18250.0
2013,129000.0,1800.0,10999.0,9,14333.333333333334
2005,190000.0,300.0,11000.0,17,11176.470588235294
1996,500000.0,2800.0,3500.0,26,19230.76923076923
2005,230000.0,1995.0,7000.0,17,13529.411764705883
2001,190000.0,1600.0,2900.0,21,9047.619047619048
2010,180000.0,1200.0,3850.0,12,15000.0
2009,190000.0,1800.0,9700.0,13,14615.384615384615
2005,232000.0,1600.0,2950.0,17,13647.058823529413
2013,243550.0,1798.0,8650.0,9,27061.11111111111
1996,144000.0,1800.0,1700.0,26,5538.461538461538
2014,170000.0,1500.0,8500.0,8,21250.0
2010,222222.0,2200.0,10900.0,12,18518.5
2014,185000.0,2500.0,28500.0,8,23125.0
2010,190000.0,1400.0,7699.0,12,15833.333333333334
2015,25000.0,1500.0,7950.0,7,3571.4285714285716
2006,201000.0,1800.0,4200.0,16,12562.5
2014,124371.0,2500.0,34900.0,8,15546.375
2006,289000.0,2500.0,6950.0,16,18062.5
2004,20000.0,1500.0,1700.0,18,1111.111111111111
2009,120000.0,1500.0,3200.0,13,9230.76923076923
2016,89000.0,1500.0,5600.0,6,14833.333333333334
1998,190000.0,2000.0,1850.0,24,7916.666666666667
2009,190000.0,3000.0,9999.0,13,14615.384615384615
2008,178000.0,2200.0,9299.0,14,12714.285714285714
2008,123000.0,2000.0,6599.0,14,8785.714285714286
2009,190000.0,1900.0,5950.0,13,14615.384615384615
2009,190000.0,3000.0,9999.0,13,14615.384615384615
2008,178000.0,2200.0,9299.0,14,12714.285714285714
2008,123000.0,2000.0,6599.0,14,8785.714285714286
2009,190000.0,1900.0,5950.0,13,14615.384615384615
2005,122000.0,1900.0,3299.0,17,7176.470588235294
2003,120000.0,1900.0,2950.0,19,6315.789473684211
2015,120000.0,3000.0,12500.0,7,17142.85714285714
1998,190000.0,2000.0,1850.0,24,7916.666666666667
2009,219500.0,1248.0,3900.0,13,16884.615384615383
2010,54818.0,1400.0,2000.0,12,4568.166666666667
2008,190000.0,1400.0,5500.0,14,13571.42857142857
2018,75000.0,1950.0,31800.0,4,18750.0
2006,150000.0,1000.0,3880.0,16,9375.0
2009,180000.0,1400.0,4200.0,13,13846.153846153846
2020,15000.0,2998.0,77000.0,2,7500.0
2014,268000.0,1999.0,14500.0,8,33500.0
2008,300000.0,1400.0,5000.0,14,21428.571428571428
2012,147880.0,1300.0,6100.0,10,14788.0
2005,169000.0,1400.0,3200.0,17,9941.176470588236
2021,10000.0,2000.0,41500.0,1,10000.0
2010,232000.0,1400.0,4250.0,12,19333.333333333332
2010,153000.0,1300.0,3850.0,12,12750.0
2016,148500.0,1500.0,7890.0,6,24750.0
2004,28000.0,200.0,5500.0,18,1555.5555555555557
2015,197000.0,2500.0,22500.0,7,28142.85714285714
2015,120000.0,1500.0,12500.0,7,17142.85714285714
2014,150000.0,2000.0,12490.0,8,18750.0
2001,344000.0,1800.0,2600.0,21,16380.952380952382
2006,268000.0,2400.0,6700.0,16,16750.0
2006,186000.0,1600.0,4700.0,16,11625.0
2005,350000.0,1600.0,3400.0,17,20588.235294117647
2004,308000.0,2500.0,8000.0,18,17111.11111111111
2005,200000.0,2000.0,3400.0,17,11764.70588235294
2011,105000.0,2000.0,12000.0,11,9545.454545454546
2012,30033.0,2200.0,7900.0,10,3003.3
2012,120000.0,3000.0,34500.0,10,12000.0
2008,94000.0,2000.0,9800.0,14,6714.285714285715
2017,135000.0,1995.0,17300.0,5,27000.0
2015,139000.0,1400.0,7300.0,7,19857.14285714286
2006,290000.0,1900.0,5550.0,16,18125.0
2015,104000.0,1600.0,17600.0,7,14857.142857142857
1989,200000.0,1100.0,300.0,33,6060.606060606061
2011,152200.0,1200.0,5150.0,11,13836.363636363636
2007,170000.0,1400.0,5800.0,15,11333.333333333334
2002,318000.0,3996.0,9000.0,20,15900.0
2007,50000.0,1500.0,300.0,15,3333.3333333333335
1993,353000.0,1400.0,1400.0,29,12172.413793103447
2012,17000.0,1200.0,6400.0,10,1700.0
2004,300000.0,1600.0,4150.0,18,16666.666666666668
2003,232000.0,1200.0,2850.0,19,12210.526315789473
2009,257000.0,2200.0,8100.0,13,19769.23076923077
2010,171000.0,1500.0,7700.0,12,14250.0
2015,172500.0,1500.0,7290.0,7,24642.85714285714
2007,260000.0,1500.0,6500.0,15,17333.333333333332
2013,53000.0,1500.0,10600.0,9,5888.888888888889
2013,171000.0,1500.0,7850.0,9,19000.0
2005,324000.0,2200.0,7650.0,17,19058.823529411766
2016,165400.0,1500.0,7850.0,6,27566.666666666668
2013,128000.0,1400.0,11800.0,9,14222.222222222223
2005,152000.0,1500.0,1150.0,17,8941.176470588236
2014,111111.0,1500.0,4200.0,8,13888.875
2004,107000.0,1100.0,2490.0,18,5944.444444444444
2018,58000.0,1149.0,7799.0,4,14500.0
2013,144000.0,1000.0,5650.0,9,16000.0
2008,201182.0,3000.0,5900.0,14,14370.142857142857
2008,201182.0,3000.0,5900.0,14,14370.142857142857
2014,111111.0,1500.0,4200.0,8,13888.875
2004,107000.0,1100.0,2490.0,18,5944.444444444444
2018,58000.0,1149.0,7799.0,4,14500.0
2012,163000.0,1800.0,9500.0,10,16300.0
2013,130000.0,1400.0,8000.0,9,14444.444444444445
2018,100500.0,1998.0,32900.0,4,25125.0
1994,296440.0,1800.0,1050.0,28,10587.142857142857
2004,280000.0,2000.0,4499.0,18,15555.555555555555
2004,193000.0,2300.0,3750.0,18,10722.222222222223
2015,192000.0,2500.0,29299.0,7,27428.571428571428
2012,215000.0,1500.0,5800.0,10,21500.0
1996,200000.0,1400.0,1750.0,26,7692.307692307692
2013,245000.0,1500.0,6650.0,9,27222.222222222223
1990,30000.0,3500.0,1500.0,32,937.5
2000,20000.0,1900.0,350.0,22,909.0909090909091
2007,195000.0,2000.0,5200.0,15,13000.0
2000,270000.0,1900.0,4500.0,22,12272.727272727272
2017,87000.0,900.0,6800.0,5,17400.0
2013,97900.0,2143.0,19500.0,9,10877.777777777777
2008,226000.0,1400.0,2750.0,14,16142.857142857143
2018,85000.0,3000.0,44900.0,4,21250.0
2017,125100.0,1500.0,14290.0,5,25020.0
1991,321654.0,1750.0,2000.0,31,10375.935483870968
2001,410100.0,1800.0,1600.0,21,19528.571428571428
1991,385241.0,2000.0,650.0,31,12427.129032258064
2003,170000.0,1400.0,2900.0,19,8947.368421052632
2007,260000.0,1400.0,2650.0,15,17333.333333333332
2019,43000.0,1600.0,18100.0,3,14333.333333333334
2012,167000.0,1400.0,5900.0,10,16700.0
2012,133000.0,1400.0,7999.0,10,13300.0
2010,182000.0,1400.0,3999.0,12,15166.666666666666
2002,305000.0,1900.0,4150.0,20,15250.0
2018,20000.0,2000.0,33000.0,4,5000.0
2015,85000.0,1800.0,11800.0,7,12142.857142857143
2016,162000.0,2000.0,29990.0,6,27000.0
2009,139200.0,1794.0,7500.0,13,10707.692307692309
2015,149121.0,1400.0,8320.0,7,21303.0
2016,174000.0,1400.0,8200.0,6,29000.0
2017,115000.0,1995.0,17500.0,5,23000.0
