Year,Distance,Engine_capacity(cm3),Price(euro),Age,km_year
1997,190533.0,1800.0,1200.0,25,7621.32
2007,236746.0,1500.0,3300.0,15,15783.066666666668
2011,275000.0,2200.0,9200.0,11,25000.0
2011,170000.0,1798.0,11300.0,11,15454.545454545454
2014,95500.0,2200.0,18000.0,8,11937.5
2014,163000.0,1398.0,9500.0,8,20375.0
2014,198000.0,2494.0,13800.0,8,24750.0
2016,60000.0,900.0,6499.0,6,10000.0
2014,87000.0,1398.0,12900.0,8,10875.0
2013,225000.0,1396.0,7700.0,9,25000.0
2004,333333.0,2000.0,4000.0,18,18518.5
2002,198755.0,1400.0,2000.0,20,9937.75
2009,230000.0,2200.0,14200.0,13,17692.30769230769
2007,241190.0,1461.0,3950.0,15,16079.333333333334
2009,124726.0,1400.0,3750.0,13,9594.307692307691
1999,219500.0,1600.0,1400.0,23,9543.478260869566
2016,50000.0,1500.0,5000.0,6,8333.333333333334
2005,270000.0,1400.0,5000.0,17,15882.35294117647
2007,175000.0,2200.0,8999.0,15,11666.666666666666
1980,94000.0,1500.0,750.0,42,2238.095238095238
2006,199000.0,1500.0,4200.0,16,12437.5
2007,175000.0,2200.0,8999.0,15,11666.666666666666
2015,198000.0,1987.0,15300.0,7,28285.714285714286
1991,150000.0,1991.0,1300.0,31,4838.709677419355
2007,158000.0,1500.0,4100.0,15,10533.333333333334
2004,32000.0,2000.0,1950.0,18,1777.7777777777778
2004,346700.0,1600.0,3300.0,18,19261.11111111111
2008,190000.0,1400.0,4700.0,14,13571.42857142857
1994,309903.0,2000.0,3303.0,28,11067.964285714286
2013,140000.0,3000.0,49999.0,9,15555.555555555555
2017,40000.0,2400.0,29999.0,5,8000.0
2007,160000.0,4600.0,14999.0,15,10666.666666666666
2013,203500.0,200.0,14500.0,9,22611.11111111111
2011,142000.0,1200.0,5200.0,11,12909.09090909091
2006,450000.0,1900.0,2500.0,16,28125.0
2015,187000.0,2500.0,12800.0,7,26714.285714285714
1994,25844.0,1600.0,1300.0,28,923.0
2015,160000.0,1364.0,9299.0,7,22857.14285714286
1992,129867.0,1800.0,800.0,30,4328.9
2004,248000.0,1400.0,3000.0,18,13777.777777777777
2005,240000.0,1400.0,4650.0,17,14117.64705882353
2015,50580.0,1600.0,10000.0,7,7225.714285714285
2008,139800.0,1198.0,2500.0,14,9985.714285714286
2006,269000.0,1500.0,2550.0,16,16812.5
2004,257000.0,1800.0,2800.0,18,14277.777777777777
2005,255000.0,1600.0,2200.0,17,15000.0
2000,199000.0,2000.0,1200.0,22,9045.454545454546
2009,249000.0,1400.0,2200.0,13,19153.846153846152
2006,279000.0,1300.0,2900.0,16,17437.5
2010,202934.0,1500.0,5000.0,12,16911.166666666668
1996,44444.0,1100.0,1000.0,26,1709.3846153846155
1997,175888.0,1800.0,800.0,25,7035.52
2013,177572.0,2000.0,6700.0,9,19730.222222222223
2008,360000.0,1800.0,7500.0,14,25714.285714285714
2017,115000.0,1500.0,16300.0,5,23000.0
2008,220000.0,4700.0,21800.0,14,15714.285714285714
2006,250000.0,4200.0,13700.0,16,15625.0
2013,138000.0,2000.0,13300.0,9,15333.333333333334
2015,100000.0,2020.0,17000.0,7,14285.714285714286
1996,200000.0,1500.0,500.0,26,7692.307692307692
2010,190058.0,1199.0,5499.0,12,15838.166666666666
1988,92000.0,1988.0,1500.0,34,2705.8823529411766
1994,450000.0,1997.0,1800.0,28,16071.42857142857
2011,223000.0,2993.0,22900.0,11,20272.727272727272
2016,99000.0,4395.0,67900.0,6,16500.0
2010,240000.0,1800.0,7300.0,12,20000.0
1999,335000.0,1400.0,700.0,23,14565.217391304348
2017,59000.0,2973.0,35000.0,5,11800.0
2015,125000.0,2993.0,44900.0,7,17857.14285714286
2018,33000.0,2993.0,58900.0,4,8250.0
2019,23028.0,3000.0,40300.0,3,7676.0
2012,146000.0,3500.0,26000.0,10,14600.0
2001,301600.0,1900.0,4200.0,21,14361.904761904761
2000,230000.0,1900.0,1200.0,22,10454.545454545454
2006,300000.0,2200.0,8200.0,16,18750.0
2010,208000.0,1600.0,7500.0,12,17333.333333333332
2010,136000.0,998.0,3500.0,12,11333.333333333334
2013,100000.0,2500.0,14500.0,9,11111.111111111111
1991,10000.0,1500.0,10000.0,31,322.5806451612903
2010,200500.0,1500.0,5500.0,12,16708.333333333332
2013,141000.0,2143.0,15700.0,9,15666.666666666666
1992,211000.0,2000.0,2800.0,30,7033.333333333333
2005,4444.0,2500.0,3500.0,17,261.4117647058824
2010,175000.0,1500.0,4750.0,12,14583.333333333334
2021,4500.0,1987.0,21500.0,1,4500.0
2018,36000.0,3000.0,52500.0,4,9000.0
2010,200500.0,1400.0,5300.0,12,16708.333333333332
2016,89000.0,2000.0,19900.0,6,14833.333333333334
2014,170000.0,1199.0,6400.0,8,21250.0
2014,98978.0,2000.0,10800.0,8,12372.25
2010,120000.0,2200.0,10000.0,12,10000.0
2002,3300.0,3000.0,3100.0,20,165.0
2014,120000.0,2400.0,13999.0,8,15000.0
2016,120000.0,1600.0,10000.0,6,20000.0
2016,110000.0,2000.0,31500.0,6,18333.333333333332
2010,113224.0,2477.0,12999.0,12,9435.333333333334
2001,303000.0,3200.0,3600.0,21,14428.57142857143
2006,250000.0,1700.0,2999.0,16,15625.0
2003,300000.0,1400.0,2000.0,19,15789.473684210527
1996,342000.0,1900.0,3200.0,26,13153.846153846154
2009,85000.0,2000.0,11000.0,13,6538.461538461538
2005,220000.0,2500.0,7100.0,17,12941.176470588236
2014,115000.0,1199.0,5800.0,8,14375.0
2018,27732.0,1500.0,11500.0,4,6933.0
2016,100000.0,1461.0,7800.0,6,16666.666666666668
2004,40000.0,2200.0,8500.0,18,2222.222222222222
2002,318000.0,1900.0,4100.0,20,15900.0
2017,50000.0,1400.0,11000.0,5,10000.0
2012,97000.0,2500.0,27000.0,10,9700.0
2011,136000.0,1800.0,9000.0,11,12363.636363636364
2012,221000.0,1800.0,10300.0,10,22100.0
2014,141300.0,1400.0,10500.0,8,17662.5
2010,187200.0,1461.0,8100.0,12,15600.0
2016,171200.0,1500.0,13000.0,6,28533.333333333332
2005,190000.0,1800.0,6000.0,17,11176.470588235294
2013,88000.0,2000.0,19999.0,9,9777.777777777777
2010,170000.0,1600.0,5700.0,12,14166.666666666666
2008,157455.0,1600.0,650.0,14,11246.785714285714
2011,154000.0,1500.0,9200.0,11,14000.0
2014,199300.0,1600.0,10600.0,8,24912.5
2014,200000.0,1500.0,10500.0,8,25000.0
2017,119000.0,1500.0,13790.0,5,23800.0
2017,119000.0,1500.0,13790.0,5,23800.0
2017,133000.0,1500.0,12890.0,5,26600.0
2018,93000.0,1500.0,15990.0,4,23250.0
2018,93000.0,1500.0,15990.0,4,23250.0
2018,93000.0,1500.0,15990.0,4,23250.0
2017,94000.0,1500.0,13490.0,5,18800.0
2017,94000.0,1500.0,13490.0,5,18800.0
2015,154000.0,1500.0,11990.0,7,22000.0
2016,166000.0,1500.0,13990.0,6,27666.666666666668
2016,166000.0,1500.0,13990.0,6,27666.666666666668
2016,142000.0,1500.0,12690.0,6,23666.666666666668
2018,73000.0,1500.0,15990.0,4,18250.0
1999,155555.0,1850.0,3550.0,23,6763.260869565217
2017,133000.0,1500.0,12890.0,5,26600.0
2017,136000.0,1500.0,12990.0,5,27200.0
2006,301000.0,2200.0,6900.0,16,18812.5
2010,175000.0,1500.0,7900.0,12,14583.333333333334
2017,171000.0,999.0,8200.0,5,34200.0
1999,25000.0,2500.0,1700.0,23,1086.9565217391305
2012,160000.0,1500.0,6299.0,10,16000.0
2006,208000.0,1400.0,4299.0,16,13000.0
2011,180000.0,1800.0,7999.0,11,16363.636363636364
2012,84000.0,2000.0,9999.0,10,8400.0
2005,200000.0,1500.0,3199.0,17,11764.70588235294
2007,197000.0,1500.0,5799.0,15,13133.333333333334
2010,210000.0,1500.0,4600.0,12,17500.0
2013,165000.0,1500.0,7200.0,9,18333.333333333332
2012,200000.0,1500.0,6999.0,10,20000.0
2005,190000.0,1500.0,3999.0,17,11176.470588235294
2009,200000.0,1900.0,4600.0,13,15384.615384615385
2001,230000.0,2500.0,3900.0,21,10952.380952380952
2008,190000.0,1400.0,6200.0,14,13571.42857142857
2015,79000.0,3000.0,41000.0,7,11285.714285714286
2004,345789.0,1800.0,2200.0,18,19210.5
1995,230000.0,1600.0,2399.0,27,8518.518518518518
2018,45000.0,2000.0,25900.0,4,11250.0
2010,250000.0,1800.0,3900.0,12,20833.333333333332
1995,275000.0,2000.0,2000.0,27,10185.185185185184
2015,87000.0,1000.0,6200.0,7,12428.57142857143
2011,190000.0,1496.0,5750.0,11,17272.727272727272
2001,400000.0,2500.0,4900.0,21,19047.619047619046
2006,280000.0,2000.0,11999.0,16,17500.0
2011,205000.0,1398.0,5750.0,11,18636.363636363636
2007,218000.0,2000.0,9500.0,15,14533.333333333334
2008,260000.0,1400.0,3000.0,14,18571.428571428572
2008,90000.0,1000.0,2600.0,14,6428.571428571428
2005,20000.0,1300.0,3950.0,17,1176.4705882352941
2012,95000.0,2000.0,14500.0,10,9500.0
2005,11111.0,2000.0,2300.0,17,653.5882352941177
2012,165000.0,200.0,10900.0,10,16500.0
2015,160000.0,1500.0,8300.0,7,22857.14285714286
2014,185989.0,2700.0,18900.0,8,23248.625
2015,160000.0,1800.0,9300.0,7,22857.14285714286
1996,291000.0,1300.0,2500.0,26,11192.307692307691
2012,222000.0,1600.0,7500.0,10,22200.0
2011,150000.0,1600.0,7100.0,11,13636.363636363636
2001,260000.0,1500.0,1150.0,21,12380.952380952382
1979,328000.0,2000.0,4000.0,43,7627.906976744186
2007,139000.0,1400.0,4299.0,15,9266.666666666666
1993,111111.0,2000.0,2500.0,29,3831.4137931034484
2008,215000.0,1400.0,7700.0,14,15357.142857142857
2007,22222.0,1500.0,4000.0,15,1481.4666666666667
1999,60000.0,1500.0,900.0,23,2608.695652173913
2011,213000.0,1500.0,8000.0,11,19363.636363636364
2007,202000.0,1500.0,6399.0,15,13466.666666666666
2005,154500.0,2000.0,5299.0,17,9088.235294117647
2005,160000.0,1800.0,2400.0,17,9411.764705882353
2016,90000.0,1800.0,13700.0,6,15000.0
2011,142389.0,1500.0,5499.0,11,12944.454545454546
2007,150000.0,1461.0,2700.0,15,10000.0
2006,190000.0,3000.0,11300.0,16,11875.0
1993,23332.0,1300.0,1500.0,29,804.551724137931
2004,230000.0,1400.0,4500.0,18,12777.777777777777
2003,140000.0,1600.0,4100.0,19,7368.421052631579
1991,30000.0,2000.0,600.0,31,967.741935483871
2013,188100.0,1500.0,6750.0,9,20900.0
2007,227000.0,1800.0,6400.0,15,15133.333333333334
1995,300000.0,1900.0,3300.0,27,11111.111111111111
2013,165000.0,1400.0,7390.0,9,18333.333333333332
2005,250000.0,1800.0,5700.0,17,14705.882352941177
2011,150000.0,2700.0,19999.0,11,13636.363636363636
2012,190000.0,2000.0,11500.0,10,19000.0
2012,176000.0,2145.0,14500.0,10,17600.0
1995,351234.0,2200.0,1400.0,27,13008.666666666666
2000,30000.0,2500.0,4300.0,22,1363.6363636363637
2011,182000.0,1200.0,4700.0,11,16545.454545454544
2005,280000.0,1800.0,3750.0,17,16470.58823529412
2014,123000.0,2000.0,15400.0,8,15375.0
1990,400000.0,1800.0,1000.0,32,12500.0
2008,220000.0,2500.0,6500.0,14,15714.285714285714
2006,133525.0,1998.0,3500.0,16,8345.3125
1991,424929.0,2000.0,1500.0,31,13707.387096774193
2012,150950.0,1800.0,10600.0,10,15095.0
2003,292000.0,3000.0,13000.0,19,15368.421052631578
2015,240000.0,2000.0,17800.0,7,34285.71428571428
1993,45000.0,1600.0,1450.0,29,1551.7241379310344
2008,210000.0,2000.0,7500.0,14,15000.0
2005,295684.0,1400.0,2200.0,17,17393.176470588234
2017,102000.0,1499.0,9800.0,5,20400.0
1997,111111.0,1800.0,1400.0,25,4444.44
2008,189000.0,1400.0,6950.0,14,13500.0
1997,194349.0,2000.0,2900.0,25,7773.96
2017,118000.0,1500.0,12300.0,5,23600.0
1993,270000.0,1300.0,1500.0,29,9310.344827586207
2011,193000.0,1500.0,7300.0,11,17545.454545454544
2008,200000.0,1500.0,4600.0,14,14285.714285714286
2012,203000.0,2000.0,10500.0,10,20300.0
2007,250000.0,2000.0,6699.0,15,16666.666666666668
2007,245000.0,2400.0,6999.0,15,16333.333333333334
2001,200000.0,2500.0,5999.0,21,9523.809523809523
2005,230000.0,3000.0,8999.0,17,13529.411764705883
2013,124000.0,2000.0,16999.0,9,13777.777777777777
2008,200000.0,1400.0,4699.0,14,14285.714285714286
2006,200000.0,1900.0,5999.0,16,12500.0
2000,256000.0,2000.0,3800.0,22,11636.363636363636
2003,388000.0,1900.0,4500.0,19,20421.052631578947
2013,135200.0,1600.0,9300.0,9,15022.222222222223
2009,296000.0,1400.0,3700.0,13,22769.23076923077
2001,280000.0,1400.0,1900.0,21,13333.333333333334
2015,154000.0,1500.0,11600.0,7,22000.0
1994,254325.0,1600.0,850.0,28,9083.035714285714
2001,300000.0,2300.0,3200.0,21,14285.714285714286
2015,154000.0,1500.0,11600.0,7,22000.0
1994,254325.0,1600.0,850.0,28,9083.035714285714
2001,300000.0,2300.0,3200.0,21,14285.714285714286
2002,215000.0,999.0,1400.0,20,10750.0
2011,127000.0,1000.0,3600.0,11,11545.454545454546
2008,276000.0,3000.0,12700.0,14,19714.285714285714
2000,314500.0,3200.0,2499.0,22,14295.454545454546
2005,176000.0,3200.0,5300.0,17,10352.941176470587
1999,384000.0,2148.0,4500.0,23,16695.652173913044
2017,152000.0,1500.0,11500.0,5,30400.0
2005,333740.0,1461.0,2600.0,17,19631.764705882353
2002,222000.0,1590.0,2500.0,20,11100.0
2005,270000.0,2000.0,6599.0,17,15882.35294117647
2009,171000.0,2200.0,12600.0,13,13153.846153846154
1998,11111.0,1400.0,1900.0,24,462.9583333333333
2007,178000.0,1400.0,5450.0,15,11866.666666666666
2012,128500.0,1400.0,5500.0,10,12850.0
2005,240000.0,1500.0,3500.0,17,14117.64705882353
2013,200000.0,1461.0,6300.0,9,22222.222222222223
2008,245000.0,2000.0,10500.0,14,17500.0
2000,317000.0,1600.0,3800.0,22,14409.09090909091
2009,345000.0,2000.0,7500.0,13,26538.46153846154
2001,294000.0,2200.0,5300.0,21,14000.0
2010,179000.0,1800.0,13500.0,12,14916.666666666666
2004,400000.0,2500.0,7799.0,18,22222.222222222223
2003,195000.0,700.0,1300.0,19,10263.157894736842
2017,75000.0,1986.0,36000.0,5,15000.0
1990,240000.0,2300.0,2000.0,32,7500.0
2008,210013.0,2000.0,7500.0,14,15000.92857142857
2014,220000.0,2200.0,26500.0,8,27500.0
2008,131000.0,3000.0,6000.0,14,9357.142857142857
2010,190000.0,1600.0,7700.0,12,15833.333333333334
2014,100000.0,2200.0,19800.0,8,12500.0
2004,246000.0,1451.0,3300.0,18,13666.666666666666
2009,260000.0,2400.0,7650.0,13,20000.0
2005,248000.0,1886.0,1950.0,17,14588.235294117647
1992,92354.0,1500.0,2750.0,30,3078.4666666666667
2012,110000.0,998.0,5550.0,10,11000.0
1993,10000.0,2400.0,1999.0,29,344.82758620689657
2013,100000.0,1500.0,8700.0,9,11111.111111111111
2015,136000.0,2200.0,14999.0,7,19428.571428571428
2001,380000.0,2200.0,3799.0,21,18095.238095238095
2007,180000.0,2000.0,3700.0,15,12000.0
2005,187000.0,3000.0,6999.0,17,11000.0
2013,145000.0,1800.0,8600.0,9,16111.111111111111
2008,90000.0,1400.0,3200.0,14,6428.571428571428
1998,300000.0,2295.0,4100.0,24,12500.0
2011,126000.0,1400.0,7300.0,11,11454.545454545454
2015,168346.0,1395.0,8900.0,7,24049.428571428572
2006,220000.0,1086.0,3300.0,16,13750.0
2010,188000.0,200.0,13500.0,12,15666.666666666666
2006,224000.0,3000.0,10800.0,16,14000.0
1998,13427.0,1900.0,1150.0,24,559.4583333333334
1999,206000.0,1840.0,1650.0,23,8956.521739130434
2020,12000.0,1200.0,17800.0,2,6000.0
2006,298084.0,2500.0,4449.0,16,18630.25
2011,150000.0,1000.0,4999.0,11,13636.363636363636
2009,89370.0,1800.0,8999.0,13,6874.615384615385
2017,28000.0,2000.0,16500.0,5,5600.0
2007,290000.0,3311.0,8600.0,15,19333.333333333332
1999,206000.0,1840.0,1650.0,23,8956.521739130434
2020,12000.0,1200.0,17800.0,2,6000.0
2006,298084.0,2500.0,4449.0,16,18630.25
2011,150000.0,1000.0,4999.0,11,13636.363636363636
2009,89370.0,1800.0,8999.0,13,6874.615384615385
2017,28000.0,2000.0,16500.0,5,5600.0
2007,290000.0,3311.0,8600.0,15,19333.333333333332
2011,175000.0,1999.0,9800.0,11,15909.09090909091
2011,205000.0,1500.0,6200.0,11,18636.363636363636
2009,184756.0,1200.0,3700.0,13,14212.0
2014,230000.0,1399.0,8500.0,8,28750.0
1995,300000.0,1900.0,1450.0,27,11111.111111111111
2008,173000.0,3200.0,8500.0,14,12357.142857142857
2018,132000.0,2500.0,23500.0,4,33000.0
2007,111111.0,1400.0,2500.0,15,7407.4
2011,135000.0,3000.0,17900.0,11,12272.727272727272
2004,393000.0,2151.0,5000.0,18,21833.333333333332
2017,55000.0,1700.0,17000.0,5,11000.0
2011,140299.0,1400.0,7900.0,11,12754.454545454546
2009,178000.0,1400.0,5850.0,13,13692.307692307691
2000,293000.0,2500.0,5900.0,22,13318.181818181818
2004,190750.0,1400.0,2950.0,18,10597.222222222223
1997,224000.0,2000.0,3300.0,25,8960.0
2012,225500.0,2500.0,20000.0,10,22550.0
2010,190000.0,1800.0,9900.0,12,15833.333333333334
2004,220000.0,3000.0,9300.0,18,12222.222222222223
2010,150000.0,1400.0,7900.0,12,12500.0
2008,230000.0,1400.0,5999.0,14,16428.571428571428
2010,170000.0,1400.0,7000.0,12,14166.666666666666
2009,195000.0,2400.0,7599.0,13,15000.0
2012,178000.0,1800.0,9900.0,10,17800.0
2015,187000.0,1500.0,11333.0,7,26714.285714285714
2011,164000.0,1300.0,5300.0,11,14909.09090909091
2009,230000.0,1400.0,3250.0,13,17692.30769230769
2003,185000.0,1900.0,3850.0,19,9736.842105263158
2006,196186.0,1600.0,2650.0,16,12261.625
2004,214567.0,1300.0,1500.0,18,11920.388888888889
2006,158888.0,1600.0,2999.0,16,9930.5
2014,158888.0,1500.0,5000.0,8,19861.0
2003,186088.0,1600.0,2550.0,19,9794.105263157895
2005,125000.0,1400.0,2000.0,17,7352.941176470588
2000,125555.0,1600.0,2400.0,22,5707.045454545455
1997,91000.0,1900.0,2000.0,25,3640.0
1998,222451.0,1600.0,1650.0,24,9268.791666666666
2005,185546.0,1900.0,2700.0,17,10914.470588235294
2009,91000.0,1500.0,1900.0,13,7000.0
2011,153000.0,1300.0,4600.0,11,13909.09090909091
2008,190533.0,1600.0,5300.0,14,13609.5
1997,185546.0,1800.0,950.0,25,7421.84
2013,173000.0,1986.0,16000.0,9,19222.222222222223
2007,230000.0,2000.0,7500.0,15,15333.333333333334
2005,152000.0,1400.0,3500.0,17,8941.176470588236
2000,250000.0,460.0,4500.0,22,11363.636363636364
2011,164000.0,1400.0,7700.0,11,14909.09090909091
2014,248000.0,2500.0,10000.0,8,31000.0
2018,51000.0,2000.0,33000.0,4,12750.0
2015,165000.0,2000.0,21000.0,7,23571.428571428572
2002,290000.0,3000.0,7500.0,20,14500.0
2000,213000.0,2200.0,4099.0,22,9681.818181818182
2017,27000.0,1600.0,14200.0,5,5400.0
2003,355840.0,2000.0,3250.0,19,18728.42105263158
1997,175000.0,1400.0,1500.0,25,7000.0
2011,168200.0,1500.0,5199.0,11,15290.90909090909
2005,265000.0,3000.0,9500.0,17,15588.235294117647
2017,117000.0,2000.0,12399.0,5,23400.0
2009,345000.0,2000.0,7500.0,13,26538.46153846154
2003,241854.0,1900.0,5550.0,19,12729.157894736842
1992,300000.0,1600.0,850.0,30,10000.0
2014,175000.0,1600.0,12890.0,8,21875.0
2001,410000.0,2200.0,3500.0,21,19523.809523809523
2005,210000.0,1500.0,3000.0,17,12352.941176470587
2017,130000.0,1395.0,12500.0,5,26000.0
2010,220000.0,1500.0,4850.0,12,18333.333333333332
2013,165000.0,1500.0,4999.0,9,18333.333333333332
2013,165000.0,1500.0,4999.0,9,18333.333333333332
2008,267000.0,1600.0,5000.0,14,19071.428571428572
2013,185000.0,2350.0,12999.0,9,20555.555555555555
2005,152000.0,1400.0,3400.0,17,8941.176470588236
2002,273000.0,2500.0,5490.0,20,13650.0
2007,300000.0,200.0,6000.0,15,20000.0
2001,300000.0,2500.0,5500.0,21,14285.714285714286
2008,256854.0,3200.0,7800.0,14,18346.714285714286
2010,222222.0,2000.0,9000.0,12,18518.5
2016,179150.0,1500.0,9300.0,6,29858.333333333332
2012,188500.0,2000.0,10300.0,10,18850.0
2015,185000.0,2200.0,19500.0,7,26428.571428571428
2006,166000.0,1300.0,4600.0,16,10375.0
2003,425300.0,2000.0,8000.0,19,22384.21052631579
2008,210000.0,1300.0,4800.0,14,15000.0
1994,452348.0,2199.0,650.0,28,16155.285714285714
2012,174200.0,1400.0,8100.0,10,17420.0
2011,190000.0,1800.0,9999.0,11,17272.727272727272
2004,200000.0,3200.0,3000.0,18,11111.111111111111
2008,161000.0,1390.0,6000.0,14,11500.0
2012,131000.0,2993.0,17900.0,10,13100.0
2017,168000.0,1400.0,8850.0,5,33600.0
2010,228000.0,3600.0,23800.0,12,19000.0
2018,47000.0,1000.0,10800.0,4,11750.0
2016,117800.0,2000.0,22999.0,6,19633.333333333332
2017,19200.0,2000.0,21000.0,5,3840.0
2010,115000.0,1400.0,3500.0,12,9583.333333333334
2004,187000.0,3000.0,8500.0,18,10388.888888888889
2015,68000.0,2000.0,20999.0,7,9714.285714285714
2011,191000.0,1500.0,6299.0,11,17363.636363636364
2004,215000.0,3000.0,9399.0,18,11944.444444444445
2011,217000.0,1300.0,5299.0,11,19727.272727272728
2008,201000.0,1400.0,5800.0,14,14357.142857142857
2011,175400.0,1300.0,5899.0,11,15945.454545454546
2017,50000.0,2000.0,39000.0,5,10000.0
2013,245000.0,2000.0,8900.0,9,27222.222222222223
2003,291000.0,2200.0,7499.0,19,15315.78947368421
2012,120000.0,3000.0,30999.0,10,12000.0
2005,310000.0,2200.0,7700.0,17,18235.29411764706
2014,160000.0,1500.0,5750.0,8,20000.0
2007,209000.0,1500.0,6400.0,15,13933.333333333334
1996,12345.0,1600.0,950.0,26,474.8076923076923
1985,258888.0,1600.0,550.0,37,6996.972972972973
2002,243000.0,2200.0,1200.0,20,12150.0
2010,141000.0,1400.0,4500.0,12,11750.0
2000,229600.0,4200.0,4500.0,22,10436.363636363636
2005,235000.0,3300.0,8000.0,17,13823.529411764706
2004,215000.0,3000.0,5500.0,18,11944.444444444445
2017,165000.0,1500.0,13990.0,5,33000.0
2019,45000.0,1330.0,9600.0,3,15000.0
2010,186000.0,1798.0,8600.0,12,15500.0
2009,280000.0,3000.0,24999.0,13,21538.46153846154
2002,264000.0,3000.0,7000.0,20,13200.0
2004,200000.0,1500.0,2500.0,18,11111.111111111111
1997,300000.0,2496.0,2300.0,25,12000.0
1996,450000.0,1600.0,1100.0,26,17307.69230769231
1995,270473.0,1800.0,1100.0,27,10017.518518518518
2009,200000.0,1598.0,6200.0,13,15384.615384615385
2017,20000.0,1400.0,10500.0,5,4000.0
2006,280000.0,1500.0,3150.0,16,17500.0
1996,290000.0,2000.0,1199.0,26,11153.846153846154
1998,320000.0,2500.0,1900.0,24,13333.333333333334
2011,200000.0,1200.0,5000.0,11,18181.81818181818
2008,297000.0,1400.0,5100.0,14,21214.285714285714
2011,109250.0,2200.0,12000.0,11,9931.818181818182
2011,109250.0,2200.0,12000.0,11,9931.818181818182
2008,297000.0,1400.0,5100.0,14,21214.285714285714
2014,180000.0,1500.0,6300.0,8,22500.0
2001,310000.0,2500.0,1100.0,21,14761.904761904761
2011,210000.0,1500.0,7399.0,11,19090.909090909092
2006,175000.0,2200.0,8000.0,16,10937.5
1993,300000.0,1390.0,500.0,29,10344.827586206897
2003,290000.0,2000.0,4100.0,19,15263.157894736842
2005,187000.0,1500.0,2099.0,17,11000.0
2015,45000.0,2000.0,13500.0,7,6428.571428571428
2007,113000.0,2000.0,4999.0,15,7533.333333333333
2007,190000.0,1400.0,2000.0,15,12666.666666666666
2008,180000.0,2000.0,5500.0,14,12857.142857142857
2013,180000.0,1400.0,3000.0,9,20000.0
2001,300000.0,2500.0,5500.0,21,14285.714285714286
2008,245176.0,2200.0,9999.0,14,17512.571428571428
2012,189750.0,1149.0,2999.0,10,18975.0
2011,144852.0,1800.0,9499.0,11,13168.363636363636
2013,129151.0,1798.0,11299.0,9,14350.111111111111
2008,20000.0,2000.0,6300.0,14,1428.5714285714287
2005,248042.0,1400.0,4700.0,17,14590.70588235294
1993,96582.0,1800.0,21000.0,29,3330.4137931034484
2012,90000.0,1461.0,5700.0,10,9000.0
2002,18000.0,2400.0,1900.0,20,900.0
2002,530600.0,2000.0,8500.0,20,26530.0
2001,330000.0,2500.0,2200.0,21,15714.285714285714
2012,83500.0,1600.0,8399.0,10,8350.0
2009,200000.0,1400.0,2499.0,13,15384.615384615385
2012,295000.0,1800.0,9000.0,10,29500.0
2008,270629.0,1968.0,9999.0,14,19330.64285714286
2012,173133.0,1800.0,8999.0,10,17313.3
2014,143549.0,1192.0,5299.0,8,17943.625
2011,202083.0,2997.0,18999.0,11,18371.18181818182
2008,210195.0,1461.0,5199.0,14,15013.92857142857
2017,114000.0,1500.0,16000.0,5,22800.0
2003,280000.0,2700.0,2900.0,19,14736.842105263158
2015,165000.0,2000.0,21000.0,7,23571.428571428572
2007,218000.0,2000.0,10199.0,15,14533.333333333334
1998,518000.0,2000.0,3000.0,24,21583.333333333332
2011,148000.0,1800.0,8900.0,11,13454.545454545454
2020,10400.0,1500.0,9900.0,2,5200.0
2018,38000.0,1500.0,9500.0,4,9500.0
2009,156630.0,1398.0,4699.0,13,12048.461538461539
2004,279325.0,1398.0,3899.0,18,15518.055555555555
2012,236684.0,1399.0,3699.0,10,23668.4
2007,205694.0,1397.0,5299.0,15,13712.933333333332
1996,262611.0,1400.0,1999.0,26,10100.423076923076
2018,39000.0,1500.0,9500.0,4,9750.0
2008,140000.0,1994.0,4100.0,14,10000.0
2004,200000.0,2000.0,6000.0,18,11111.111111111111
2004,200000.0,2000.0,6000.0,18,11111.111111111111
2018,25000.0,2200.0,27000.0,4,6250.0
2012,190000.0,1461.0,6900.0,10,19000.0
2006,260000.0,2200.0,4899.0,16,16250.0
2001,27000.0,1900.0,1800.0,21,1285.7142857142858
2012,190000.0,1461.0,6900.0,10,19000.0
2006,260000.0,2200.0,4899.0,16,16250.0
2001,27000.0,1900.0,1800.0,21,1285.7142857142858
1999,524818.0,2000.0,2500.0,23,22818.17391304348
2006,306000.0,2000.0,5100.0,16,19125.0
2012,122000.0,1400.0,8800.0,10,12200.0
2007,196000.0,1400.0,2400.0,15,13066.666666666666
1994,150000.0,200.0,1200.0,28,5357.142857142857
2009,210000.0,1596.0,5999.0,13,16153.846153846154
1996,420000.0,1996.0,2800.0,26,16153.846153846154
2016,190000.0,1000.0,9500.0,6,31666.666666666668
1994,353000.0,2700.0,4500.0,28,12607.142857142857
2010,178000.0,1400.0,3900.0,12,14833.333333333334
2015,160000.0,1400.0,10200.0,7,22857.14285714286
2015,127200.0,1597.0,19300.0,7,18171.428571428572
2017,63572.0,1000.0,14000.0,5,12714.4
2009,285000.0,1600.0,4200.0,13,21923.076923076922
2008,216000.0,4200.0,15000.0,14,15428.57142857143
2007,225000.0,1500.0,5599.0,15,15000.0
2012,145000.0,1200.0,7999.0,10,14500.0
1997,240000.0,2000.0,3700.0,25,9600.0
2012,226000.0,1400.0,5450.0,10,22600.0
